TweetID,CreationTime,DeltaTime,Followed,Followers,Geotagged,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
382813601024995328,Wed Sep 25 10:27:29 +0000 2013,0:00:51,780,5300,True,20923,2935,Furqan T. Siddiqui,False,4,1,0
382813620356534272,Wed Sep 25 10:27:34 +0000 2013,0:00:56,983,28635,True,298846,2946,.,False,3,2,0
382813652752928768,Wed Sep 25 10:27:41 +0000 2013,0:01:03,379,423,True,57405,3225,grs,False,2,1,0
382813700375474176,Wed Sep 25 10:27:53 +0000 2013,0:01:15,682,742,True,12344,3005,Adnan Kazmy,False,1,0,0
382813702132867072,Wed Sep 25 10:27:53 +0000 2013,0:01:15,2155,1471,True,94806,2980,Mr. A Kundi,False,3,2,1
382813719941484544,Wed Sep 25 10:27:57 +0000 2013,0:01:19,141,51,True,5472,2386,MS,False,2,1,0
382813733623300096,Wed Sep 25 10:28:01 +0000 2013,0:01:23,1246,432,True,9989,3167,Homosapien,False,1,0,1
382813761330888704,Wed Sep 25 10:28:07 +0000 2013,0:01:29,802,638,True,2867,1761,Yasir Hussain,False,3,0,1
382813788832940033,Wed Sep 25 10:28:14 +0000 2013,0:01:36,1940,5340,True,37290,3134,New Zealand Doctor,False,2,1,1
382813812040409089,Wed Sep 25 10:28:19 +0000 2013,0:01:41,63,198,True,6101,3339,Tamoor Zafar,False,4,0,1
382813829719019521,Wed Sep 25 10:28:24 +0000 2013,0:01:46,234,4036,True,21524,2712,S M Tabish Tariq,False,1,0,1
382813848006180864,Wed Sep 25 10:28:28 +0000 2013,0:01:50,240,142,True,5048,3206,Feel Good Inc,False,1,1,0
382813873679896576,Wed Sep 25 10:28:34 +0000 2013,0:01:56,231,522,True,4251,1729,Bahawal Tariq,False,2,0,0
382813924208308224,Wed Sep 25 10:28:46 +0000 2013,0:02:08,1099,4126,True,4978,2910,Wishberry.in,False,5,0,0
382813932437917696,Wed Sep 25 10:28:48 +0000 2013,0:02:10,82,23093,True,7920,2157,Qasim Ali,False,4,0,0
382813945913831424,Wed Sep 25 10:28:51 +0000 2013,0:02:13,1522,3965,True,30431,2289,Adeel Ahmed,False,2,2,0
382813996354510848,Wed Sep 25 10:29:03 +0000 2013,0:02:25,271,175,True,14589,3179,H.,False,1,1,0
382814017099558912,Wed Sep 25 10:29:08 +0000 2013,0:02:30,700,404,True,4110,3257,Louw,False,2,1,1
382814060326043648,Wed Sep 25 10:29:18 +0000 2013,0:02:40,29,132,True,98,1788,Pak Curricula Reform,False,1,1,0
382814060385161216,Wed Sep 25 10:29:19 +0000 2013,0:02:41,402,239,True,7528,1958,Farhan Khan,False,1,1,0
382814062196703232,Wed Sep 25 10:29:19 +0000 2013,0:02:41,721,867346,True,47486,2469,Umar Cheema,True,1,0,1
382814062704226304,Wed Sep 25 10:29:19 +0000 2013,0:02:41,379,423,True,57405,3225,grs,False,4,1,0
382814074104328192,Wed Sep 25 10:29:22 +0000 2013,0:02:44,474,1759,True,24640,2545,Sarah Williams,False,1,1,1
382814074439868419,Wed Sep 25 10:29:22 +0000 2013,0:02:44,2128,7275,True,181200,1946,Hani Qureshi,False,4,1,0
382814086519869441,Wed Sep 25 10:29:25 +0000 2013,0:02:47,341,346,True,2988,2209,Ziad Khan,False,5,1,0
382814114860367872,Wed Sep 25 10:29:31 +0000 2013,0:02:53,2,896,True,3284,1968,Earthquake Report M6,False,6,0,1
382814115276025856,Wed Sep 25 10:29:32 +0000 2013,0:02:54,535,576,True,7752,2895,Shaheen Baloch,False,1,2,0
382814118056431616,Wed Sep 25 10:29:32 +0000 2013,0:02:54,1,740,True,22150,1968,Earthquake Report M5,False,6,0,1
382814125899784192,Wed Sep 25 10:29:34 +0000 2013,0:02:56,67,87,True,5968,1997,7 Continents News,False,6,0,1
382814134032531456,Wed Sep 25 10:29:36 +0000 2013,0:02:58,6357,8443,True,132476,2023,Armand Vervaeck 🎗️,False,6,0,1
382814138235236352,Wed Sep 25 10:29:37 +0000 2013,0:02:59,0,75,True,2190,2205,Earthquake Report,False,6,0,1
382814139623931904,Wed Sep 25 10:29:37 +0000 2013,0:02:59,106,2342,True,111276,1923,Kulbar Baloch Rind⛓,False,1,2,1
382814141620043776,Wed Sep 25 10:29:38 +0000 2013,0:03:00,7,1356,True,4385,2649,SOS Earthquakes,False,6,0,1
382814144824479746,Wed Sep 25 10:29:39 +0000 2013,0:03:01,4,1859,True,19239,2720,SOS Earthquakes,False,6,0,1
382814146620059648,Wed Sep 25 10:29:39 +0000 2013,0:03:01,490,29,True,617,1790,Zubair,False,1,1,0
382814148851023872,Wed Sep 25 10:29:40 +0000 2013,0:03:02,0,2756,True,48537,2934,SOS Earthquakes,False,6,0,1
382814152969838592,Wed Sep 25 10:29:41 +0000 2013,0:03:03,3,17074,True,66363,2965,Earthquake Report,False,6,0,1
382814156857950208,Wed Sep 25 10:29:42 +0000 2013,0:03:04,196,4509,True,54129,2226,ملاحت  ☕️🌧,False,1,2,0
382814158682877952,Wed Sep 25 10:29:42 +0000 2013,0:03:04,103,44,True,71,1799,Enzo Tarascio,False,1,1,1
382814164319993856,Wed Sep 25 10:29:43 +0000 2013,0:03:05,82,191,True,2512,2190,Iffat Zia,False,2,1,1
382814178768990208,Wed Sep 25 10:29:47 +0000 2013,0:03:09,160,1266,True,578784,3555,肉球ざんまい™,False,6,1,0
382814179624628224,Wed Sep 25 10:29:47 +0000 2013,0:03:09,833,3379,True,36643,2813,✌✌مہاجر ✌✌,False,2,2,0
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,0:03:11,3326,17499,True,233054,2540,HH,False,2,1,0
382814241843343361,Wed Sep 25 10:30:02 +0000 2013,0:03:24,21,14522,True,134887,1894,STRIKE,False,6,0,0
382814257760321538,Wed Sep 25 10:30:06 +0000 2013,0:03:28,480,21692,True,22349,2817,Abdulhaq Omeri,False,2,0,0
382814286654865408,Wed Sep 25 10:30:12 +0000 2013,0:03:34,6349,5617,True,377577,3451,(((annfinster))),False,2,1,1
382814335048773632,Wed Sep 25 10:30:24 +0000 2013,0:03:46,1317,122963,True,344049,3011,Kamal Faridi,False,8,0,0
382814341247938562,Wed Sep 25 10:30:25 +0000 2013,0:03:47,777,1814,True,41791,2135,Saqib Ahmed Khanzada,False,4,1,0
382814365323247617,Wed Sep 25 10:30:31 +0000 2013,0:03:53,2907,21001,True,11984,2404,Sher Mohammad Bugti,True,1,0,0
382814369425285120,Wed Sep 25 10:30:32 +0000 2013,0:03:54,200,10442,True,210208,3242,Laiq,False,2,0,1
382814374018031616,Wed Sep 25 10:30:33 +0000 2013,0:03:55,2251,1613,True,39198,2292,２いーと,False,6,0,1
382814414220824576,Wed Sep 25 10:30:43 +0000 2013,0:04:05,747,182,True,5484,2642,Hala Fawzy,False,6,1,0
382814450119876608,Wed Sep 25 10:30:51 +0000 2013,0:04:13,682,742,True,12344,3005,Adnan Kazmy,False,3,2,1
382814489831555072,Wed Sep 25 10:31:01 +0000 2013,0:04:23,123,998,True,105101,2461,perhaps ahmed®,False,2,0,0
382814490053451776,Wed Sep 25 10:31:01 +0000 2013,0:04:23,573,116,True,7683,2456,Meizar zaoukari,False,2,1,1
382814495527038976,Wed Sep 25 10:31:02 +0000 2013,0:04:24,423,368,True,46544,2781,Yppah Syad,False,4,0,1
382814514682413056,Wed Sep 25 10:31:07 +0000 2013,0:04:29,694,6530,True,5422,2167,Laljan Bugti,False,0,1,0
382814523507621888,Wed Sep 25 10:31:09 +0000 2013,0:04:31,2989,78884,True,62741,3295,Peter Tatchell,True,6,0,1
382814530809511936,Wed Sep 25 10:31:11 +0000 2013,0:04:33,191,22,True,12,1714,hollybewer,False,5,0,1
382814531753639936,Wed Sep 25 10:31:11 +0000 2013,0:04:33,295,454,True,12268,1747,AZAD BALOCHISTAN,False,2,1,0
382814538812641280,Wed Sep 25 10:31:13 +0000 2013,0:04:35,983,28635,True,298846,2946,.,False,5,1,0
382814615500902400,Wed Sep 25 10:31:31 +0000 2013,0:04:53,10,41,True,361,1935,Osman Hyder,False,1,0,0
382814617447436288,Wed Sep 25 10:31:31 +0000 2013,0:04:53,632,1238,True,9010,2534,Ed Williams,False,1,3,0
382814633213448192,Wed Sep 25 10:31:35 +0000 2013,0:04:57,4994,3038,True,58894,2250,Navinananda,False,0,1,0
382814634090037248,Wed Sep 25 10:31:35 +0000 2013,0:04:57,158,1456,True,752090,2297,News Detector,False,3,0,1
382814651580678144,Wed Sep 25 10:31:39 +0000 2013,0:05:01,4300,1420,True,40729,2306,Mudifer,False,3,1,0
382814668257263616,Wed Sep 25 10:31:43 +0000 2013,0:05:05,4512,2290,True,425063,3272,Rashid Castle-Ali,False,1,2,0
382814695113379840,Wed Sep 25 10:31:50 +0000 2013,0:05:12,93,4495,True,239012,2897,Zenub Babur Butt,False,1,1,0
382814739367084032,Wed Sep 25 10:32:00 +0000 2013,0:05:22,1655,119389,True,215729,2404,Zarrar Khuhro,False,1,1,0
382814746774626304,Wed Sep 25 10:32:02 +0000 2013,0:05:24,50,769,True,6844,2904,Shabbir,False,3,0,1
382814752591732736,Wed Sep 25 10:32:04 +0000 2013,0:05:26,186,896419,True,103296,3357,The National,True,1,1,1
382814766852358145,Wed Sep 25 10:32:07 +0000 2013,0:05:29,557,2077,True,1036,2833,Zeresh John,False,2,0,1
382814800163508224,Wed Sep 25 10:32:15 +0000 2013,0:05:37,4989,1671,True,193574,1831,frischer_fischer,False,6,1,0
382814800293543938,Wed Sep 25 10:32:15 +0000 2013,0:05:37,869,8179,True,84225,2276,Rukhsana Qayyum Baig,False,1,2,0
382814811999838208,Wed Sep 25 10:32:18 +0000 2013,0:05:40,9735,63185,True,46754,3070,WeedWisdom,False,8,0,0
382814827439071232,Wed Sep 25 10:32:21 +0000 2013,0:05:43,869,8179,True,84225,2276,Rukhsana Qayyum Baig,False,3,2,0
382814858309140480,Wed Sep 25 10:32:29 +0000 2013,0:05:51,456,2304,True,42764,3013,Umer F. Pirzada,False,4,1,0
382814863774326784,Wed Sep 25 10:32:30 +0000 2013,0:05:52,405,395,True,9602,3751,hasanmubarak,False,1,1,0
382814873727410176,Wed Sep 25 10:32:32 +0000 2013,0:05:54,22,11,True,102,1701,Mireen baloch,False,1,0,0
382814888776577024,Wed Sep 25 10:32:36 +0000 2013,0:05:58,869,8179,True,84225,2276,Rukhsana Qayyum Baig,False,2,2,0
382814901263015937,Wed Sep 25 10:32:39 +0000 2013,0:06:01,238,1197,True,199244,2474,Jimmie Musu Garcia,False,5,1,0
382814936030019584,Wed Sep 25 10:32:47 +0000 2013,0:06:09,2155,1471,True,94806,2980,Mr. A Kundi,False,5,2,0
382814942023262208,Wed Sep 25 10:32:49 +0000 2013,0:06:11,6,40100,True,67024,2385,MULTINEWSPK,False,4,0,0
382814949988249600,Wed Sep 25 10:32:51 +0000 2013,0:06:13,1,35531,True,17135,2294,The-Muslim.com,False,2,0,0
382814975292481537,Wed Sep 25 10:32:57 +0000 2013,0:06:19,282,29,True,579,1687,Juveria Malik ,False,1,2,0
382814998864478208,Wed Sep 25 10:33:02 +0000 2013,0:06:24,61,63,True,1909,3101,Ashley Mortimer,False,1,1,0
382815020603543552,Wed Sep 25 10:33:07 +0000 2013,0:06:29,1072,33302,True,195661,3232,IBTimes UK,True,1,0,1
382815028006514688,Wed Sep 25 10:33:09 +0000 2013,0:06:31,36,156,True,262,1854,Abdul Kareem Bux,False,0,1,0
382815045748400128,Wed Sep 25 10:33:13 +0000 2013,0:06:35,890,24464,True,11500,3109,Rabia Mehmood - رابعہ,False,1,2,0
382815055781588992,Wed Sep 25 10:33:16 +0000 2013,0:06:38,490,29,True,617,1790,Zubair,False,2,3,1
382815067294543872,Wed Sep 25 10:33:19 +0000 2013,0:06:41,39,2879,True,27505,2452,Dr Uzma,False,1,0,0
382815093714870272,Wed Sep 25 10:33:25 +0000 2013,0:06:47,43,1200,True,28051,1932,Weekly City Channel,False,3,0,0
382815104850329600,Wed Sep 25 10:33:28 +0000 2013,0:06:50,882,1200,True,3941,2261,Camille Ammoun,False,5,0,1
382815117575872513,Wed Sep 25 10:33:31 +0000 2013,0:06:53,373,627,True,22393,2045,тнe SALMAN,False,2,0,0
382815134047272960,Wed Sep 25 10:33:35 +0000 2013,0:06:57,112,1789,True,107948,2878,ヅ☆PEACE♥2♥PAKISTAN☆ヅ,False,1,1,0
382815139314937856,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815139994415104,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815140665491456,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815170923610112,Wed Sep 25 10:33:43 +0000 2013,0:07:05,104,95,True,3679,2743,Omar VQ,False,0,1,0
382815208005062656,Wed Sep 25 10:33:52 +0000 2013,0:07:14,250,204,True,4401,1790,tide,False,1,1,0
382815219891712000,Wed Sep 25 10:33:55 +0000 2013,0:07:17,36,156,True,262,1854,Abdul Kareem Bux,False,1,1,0
382815237940187136,Wed Sep 25 10:33:59 +0000 2013,0:07:21,1141,554,True,101309,2130,Falcon,False,1,0,1
382815263483506688,Wed Sep 25 10:34:05 +0000 2013,0:07:27,723,257,True,15194,3242,Karim El Shawarby,False,5,1,0
382815297347911680,Wed Sep 25 10:34:13 +0000 2013,0:07:35,1917,5043,True,96700,1936,Mohib Khan,False,4,1,0
382815302993842176,Wed Sep 25 10:34:15 +0000 2013,0:07:37,4077,58831,True,30198,2284,EU Humanitarian Aid,True,2,1,1
382815351211175936,Wed Sep 25 10:34:26 +0000 2013,0:07:48,538,116,True,700,1931,Shahbaz Ali,False,2,0,0
382815369251282944,Wed Sep 25 10:34:31 +0000 2013,0:07:53,538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815393079111680,Wed Sep 25 10:34:36 +0000 2013,0:07:58,21,253,True,21277,2285,Abdulmajid Abbas MD,False,2,0,1
382815402826268672,Wed Sep 25 10:34:39 +0000 2013,0:08:01,292,73,True,2562,1807,Ammad Khan,False,2,0,0
382815408903843840,Wed Sep 25 10:34:40 +0000 2013,0:08:02,3410,4398,True,21449,3653,James George,False,3,0,1
382815450272649216,Wed Sep 25 10:34:50 +0000 2013,0:08:12,672,1769,True,53806,2216,Basit Khan Durrani 🇵🇰,False,2,0,0
382815462645440512,Wed Sep 25 10:34:53 +0000 2013,0:08:15,29,132,True,98,1788,Pak Curricula Reform,False,1,2,0
382815466344816640,Wed Sep 25 10:34:54 +0000 2013,0:08:16,1037,2482,True,4622,1776,Litbloc,False,2,0,1
382815477837225984,Wed Sep 25 10:34:56 +0000 2013,0:08:18,4417,3233,True,688715,2946,ProSyria 🇸🇾🇳🇿,False,6,1,0
382815486313906177,Wed Sep 25 10:34:58 +0000 2013,0:08:20,396,551,True,29839,3246,Awais Munawar,False,1,1,0
382815488935342082,Wed Sep 25 10:34:59 +0000 2013,0:08:21,2923,799,True,7558,2392,Beatriz Tamaroni,False,1,1,1
382815509324263424,Wed Sep 25 10:35:04 +0000 2013,0:08:26,237,271,True,13631,2633,vital sign,False,1,2,0
382815529486254080,Wed Sep 25 10:35:09 +0000 2013,0:08:31,1090,7235,True,89413,3311,Fawad Rehman,True,4,1,0
382815535982858240,Wed Sep 25 10:35:10 +0000 2013,0:08:32,18,120035,True,168293,3725,Pakistan News,False,2,0,1
382815541372932096,Wed Sep 25 10:35:12 +0000 2013,0:08:34,475,3737,True,26729,2737,rabya khan,False,1,2,0
382815548230221826,Wed Sep 25 10:35:13 +0000 2013,0:08:35,438,3068,True,15943,2870,Samar K. Esapzai,False,3,2,1
382815602164781056,Wed Sep 25 10:35:26 +0000 2013,0:08:48,330,115,True,2258,1958,Waqas,False,4,1,0
382815604484620288,Wed Sep 25 10:35:27 +0000 2013,0:08:49,1165,619,True,11907,2568,Clevey Wonder,False,5,1,0
382815607491923968,Wed Sep 25 10:35:27 +0000 2013,0:08:49,538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815624936050688,Wed Sep 25 10:35:32 +0000 2013,0:08:54,165,4056,True,121537,2327,S O H A I B,False,4,1,0
382815628953804800,Wed Sep 25 10:35:33 +0000 2013,0:08:55,237,441,True,45778,3337,khizar 🙄🙄,False,2,1,0
382815649736953856,Wed Sep 25 10:35:37 +0000 2013,0:08:59,237,271,True,13631,2633,vital sign,False,2,1,0
382815654471938048,Wed Sep 25 10:35:39 +0000 2013,0:09:01,39,2879,True,27505,2452,Dr Uzma,False,1,0,0
382815657425117184,Wed Sep 25 10:35:39 +0000 2013,0:09:01,280,2257,True,435172,2155,Zeeshan Shah,False,1,1,1
382815658540818432,Wed Sep 25 10:35:40 +0000 2013,0:09:02,1809,1252,True,11461,2627,Hasneet Singh Punia,False,2,1,1
382815716300177408,Wed Sep 25 10:35:53 +0000 2013,0:09:15,116,12658,True,4805,2441,Jinnah Institute,False,0,2,0
382815731915554816,Wed Sep 25 10:35:57 +0000 2013,0:09:19,116,12658,True,4805,2441,Jinnah Institute,False,1,3,0
382815751411089408,Wed Sep 25 10:36:02 +0000 2013,0:09:24,295,454,True,12268,1747,AZAD BALOCHISTAN,False,1,0,0
382815776425525248,Wed Sep 25 10:36:08 +0000 2013,0:09:30,236,13722,True,363184,2390,Pakistan News,False,2,0,1
382815780041404416,Wed Sep 25 10:36:08 +0000 2013,0:09:30,461,3871,True,80435,2567,🇵🇰Tahir Khan🇸🇦,False,1,0,1
382815792200306688,Wed Sep 25 10:36:11 +0000 2013,0:09:33,1425,602,True,51607,2494,Somaya,False,2,0,0
382815813809364992,Wed Sep 25 10:36:17 +0000 2013,0:09:39,7282,6502,True,1882,2955,Cleo,False,1,1,1
382815843706343424,Wed Sep 25 10:36:24 +0000 2013,0:09:46,632,4019,True,86899,2305,Danish Usman,False,4,1,0
382815846189768704,Wed Sep 25 10:36:24 +0000 2013,0:09:46,538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815850040143872,Wed Sep 25 10:36:25 +0000 2013,0:09:47,1463,2557,True,9138,3341,Anita Staver,False,2,1,1
382815862509826048,Wed Sep 25 10:36:28 +0000 2013,0:09:50,165,4056,True,121537,2327,S O H A I B,False,2,1,0
382815904834539520,Wed Sep 25 10:36:38 +0000 2013,0:10:00,425,1095,True,13239,2270,#saveBSOazadLeader,False,7,0,0
382815940720611328,Wed Sep 25 10:36:47 +0000 2013,0:10:09,177,171,True,18282,2612,Zohair Sultan,False,1,1,0
382815962438713344,Wed Sep 25 10:36:52 +0000 2013,0:10:14,37,1900,True,42940,1692,maria khan,False,2,0,1
382816005744889857,Wed Sep 25 10:37:02 +0000 2013,0:10:24,128,806,True,35575,1877,AabiHa,False,3,0,1
382816039899521024,Wed Sep 25 10:37:10 +0000 2013,0:10:32,1837,178,True,10022,2106,Jason Palmer,False,2,2,0
382816065270874112,Wed Sep 25 10:37:17 +0000 2013,0:10:39,538,793,True,165157,2438,Girish Joshi,False,1,2,0
382816079367512064,Wed Sep 25 10:37:20 +0000 2013,0:10:42,220,575,True,5689,2959,Meherabad,False,1,0,0
382816095201001474,Wed Sep 25 10:37:24 +0000 2013,0:10:46,135,746782,True,342547,2952,The Express Tribune,True,1,0,1
382816114889465856,Wed Sep 25 10:37:28 +0000 2013,0:10:50,165,4056,True,121537,2327,S O H A I B,False,3,0,0
382816126389866497,Wed Sep 25 10:37:31 +0000 2013,0:10:53,2128,7275,True,181200,1946,Hani Qureshi,False,4,1,0
382816138763046912,Wed Sep 25 10:37:34 +0000 2013,0:10:56,12,429,True,17858,2276,𝒮𝒶𝓁𝓂𝒶 ⋆,False,4,0,0
382816167368196096,Wed Sep 25 10:37:41 +0000 2013,0:11:03,1905,1971,True,1333,1764,World Traveller,False,1,2,1
382816180055977984,Wed Sep 25 10:37:44 +0000 2013,0:11:06,1377,1313,True,16728,3314,Sarah G,False,6,1,0
382816197588168704,Wed Sep 25 10:37:48 +0000 2013,0:11:10,135,746782,True,342547,2952,The Express Tribune,True,1,0,1
382816204877885440,Wed Sep 25 10:37:50 +0000 2013,0:11:12,2128,7275,True,181200,1946,Hani Qureshi,False,2,1,0
382816210012098560,Wed Sep 25 10:37:51 +0000 2013,0:11:13,151,2491,True,139246,2362,Australianwarnings,False,3,0,1
382816216571604992,Wed Sep 25 10:37:53 +0000 2013,0:11:15,376,313,True,20094,2526,Arslan Sherazi,False,1,0,0
382816229137719296,Wed Sep 25 10:37:56 +0000 2013,0:11:18,540,1299,True,364208,2744,RTCP24 NEWS™,False,2,1,1
382816229167099904,Wed Sep 25 10:37:56 +0000 2013,0:11:18,475,216,True,1477,3067,Arnoud Zwemmer,False,1,0,1
382816284288643072,Wed Sep 25 10:38:09 +0000 2013,0:11:31,629,653,True,3382,1919,Rahil Sheikh,False,2,0,0
382816301028089856,Wed Sep 25 10:38:13 +0000 2013,0:11:35,1310,3558,True,25195,2637,Simon Robinson,True,1,0,1
382816317260066818,Wed Sep 25 10:38:17 +0000 2013,0:11:39,1915,770,True,244051,3120,KingDon,False,4,0,0
382816326265229312,Wed Sep 25 10:38:19 +0000 2013,0:11:41,341,7072,True,200273,2299,Dawood Khattak,False,2,1,0
382816331961077761,Wed Sep 25 10:38:20 +0000 2013,0:11:42,305,186,True,13099,2274,ZeeK,False,6,1,0
382816365205127168,Wed Sep 25 10:38:28 +0000 2013,0:11:50,497,608,True,18593,3811,Ali Hassan,False,2,0,0
382816386000502784,Wed Sep 25 10:38:33 +0000 2013,0:11:55,805,270,True,2334,1852,Bernard Lynch,False,1,0,1
382816399183577088,Wed Sep 25 10:38:36 +0000 2013,0:11:58,930,2032,True,21113,3099,amurtaza,False,1,1,0
382816420356030465,Wed Sep 25 10:38:41 +0000 2013,0:12:03,394,25061,True,57597,2466,Khushal Khan,False,2,1,0
382816433455259648,Wed Sep 25 10:38:44 +0000 2013,0:12:06,987,444,True,15181,2488,Atta ul Muzafar,False,1,1,0
382816452325019649,Wed Sep 25 10:38:49 +0000 2013,0:12:11,4417,3233,True,688715,2946,ProSyria 🇸🇾🇳🇿,False,2,1,0
382816472713945088,Wed Sep 25 10:38:54 +0000 2013,0:12:16,280,2257,True,435172,2155,Zeeshan Shah,False,1,1,0
382816510604898304,Wed Sep 25 10:39:03 +0000 2013,0:12:25,441,171,True,10543,3323,Cuda,False,1,1,0
382816512249044992,Wed Sep 25 10:39:03 +0000 2013,0:12:25,436,9038,True,34058,2726,Veengas,True,4,0,1
382816578271592448,Wed Sep 25 10:39:19 +0000 2013,0:12:41,211,1123,True,66588,3251,Dennis Levy,False,5,1,0
382816597565382656,Wed Sep 25 10:39:23 +0000 2013,0:12:45,316,67153,True,38337,2746,EMSC,True,2,0,1
382816620055248896,Wed Sep 25 10:39:29 +0000 2013,0:12:51,2556,51827,True,5865,3076,UNDP Pakistan,True,2,1,1
382816628846895104,Wed Sep 25 10:39:31 +0000 2013,0:12:53,1156,46575,True,4116,1845,Enver Hoxhaj,True,1,0,0
382816646769160192,Wed Sep 25 10:39:35 +0000 2013,0:12:57,280,2257,True,435172,2155,Zeeshan Shah,False,2,1,0
382816648341630977,Wed Sep 25 10:39:36 +0000 2013,0:12:58,19,848,True,3806,1848,Archive150,False,3,0,1
382816679132020736,Wed Sep 25 10:39:43 +0000 2013,0:13:05,414,37195,True,53068,2762,Business Recorder,False,1,0,1
382816685335801856,Wed Sep 25 10:39:44 +0000 2013,0:13:06,1422,2038,True,75622,3238,Jesús Mª Sánchez,False,2,1,0
382816715907678209,Wed Sep 25 10:39:52 +0000 2013,0:13:14,962,4552,True,2911152,3033,PulpNews Crime,False,3,0,1
382816752398528512,Wed Sep 25 10:40:00 +0000 2013,0:13:22,777,8297,True,38909,2124,Qissa Khwani,False,3,1,0
382816763546587137,Wed Sep 25 10:40:03 +0000 2013,0:13:25,768,494,True,14974,3338,Wajahat Mateen,False,2,1,1
382816788473729024,Wed Sep 25 10:40:09 +0000 2013,0:13:31,777,8297,True,38909,2124,Qissa Khwani,False,2,1,0
382816798799704064,Wed Sep 25 10:40:11 +0000 2013,0:13:33,761,775,True,43048,1867,Aurangzeb Altamash,False,4,1,0
382816829875712000,Wed Sep 25 10:40:19 +0000 2013,0:13:41,625,16117,True,328474,2871,Syedih,False,2,1,0
382816842097516545,Wed Sep 25 10:40:22 +0000 2013,0:13:44,2128,7275,True,181200,1946,Hani Qureshi,False,3,0,0
382816843850719232,Wed Sep 25 10:40:22 +0000 2013,0:13:44,3574,2141,True,185817,2946,sylvain raillard,False,2,1,0
382816850884960256,Wed Sep 25 10:40:24 +0000 2013,0:13:46,488,121594,True,150693,2843,Bushra Gohar,True,2,2,0
382816856631169024,Wed Sep 25 10:40:25 +0000 2013,0:13:47,70,574,True,3670,2915,Pierre Richard Midy,False,6,0,1
382816951141015552,Wed Sep 25 10:40:48 +0000 2013,0:14:10,1014,1234,True,3176,1845,Sadiq baloch,False,2,0,1
382816958065815552,Wed Sep 25 10:40:49 +0000 2013,0:14:11,570,755,True,20931,2703,Reem Baggash,False,1,2,1
382816970250256384,Wed Sep 25 10:40:52 +0000 2013,0:14:14,695,69002,True,19551,2636,Ehsanullah Amiri,True,1,1,1
382816989795741696,Wed Sep 25 10:40:57 +0000 2013,0:14:19,2110,5625,True,4135,2300,Sports News Wire,False,8,0,1
