TweetID,CreationTime,DeltaTime,Followed,Followers,Geotagged,Label,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
503643010127499264,Sun Aug 24 20:40:25 +0000 2014,0:00:08,95,97,True,other_useful_information,4342,2366,2-14 dumbasses,False,4,0,0
503643011990183936,Sun Aug 24 20:40:25 +0000 2014,0:00:08,727,254,True,other_useful_information,1370,1821,P K D,False,0,0,1
503643013852463104,Sun Aug 24 20:40:26 +0000 2014,0:00:09,14880,14420,True,infrastructure_and_utilities_damage,670954,2259,Christine Huddleston,False,0,1,1
503643016653860864,Sun Aug 24 20:40:27 +0000 2014,0:00:10,195,259,True,injured_or_dead_people,8276,2544,JMAG,False,1,0,0
503643018906570752,Sun Aug 24 20:40:27 +0000 2014,0:00:10,464,2023,True,other_useful_information,130427,3364,Jin,False,0,2,0
503643019653181440,Sun Aug 24 20:40:27 +0000 2014,0:00:10,190,167,True,injured_or_dead_people,883,1949,Nicholas Kavanaugh,False,1,1,0
503643027076694016,Sun Aug 24 20:40:29 +0000 2014,0:00:12,840,1182,True,infrastructure_and_utilities_damage,70432,2730,DEBRA LEE,False,0,0,0
503643028591218688,Sun Aug 24 20:40:29 +0000 2014,0:00:12,263,98,True,other_useful_information,1186,3153,Angel Preciado,False,2,1,1
503643029559734272,Sun Aug 24 20:40:30 +0000 2014,0:00:13,739,1856,True,other_useful_information,6589,3017,ARC Gold Country,False,1,7,0
503643033016233985,Sun Aug 24 20:40:30 +0000 2014,0:00:13,3091,3685,True,infrastructure_and_utilities_damage,13913,3354,Michelle Evans,False,1,1,1
503643033280462848,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1903,2216,True,other_useful_information,155506,2428,Zanshi 惨死 (D - Sh*tty Kitty),False,1,2,0
503643033905410048,Sun Aug 24 20:40:31 +0000 2014,0:00:14,4301,3517,True,other_useful_information,72382,2629,Sally Eastman,False,0,1,0
503643033909202947,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1845,965,True,other_useful_information,11082,2250,Cougar,False,1,1,0
503643036996227073,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1609,485,True,other_useful_information,6132,3053,giuseppe guarcello 🇵🇸☮🇮🇱,False,0,1,0
503643039764860932,Sun Aug 24 20:40:32 +0000 2014,0:00:15,36,104,True,injured_or_dead_people,2851,1639,Hottest Hashtag US,False,4,0,1
503643040171700225,Sun Aug 24 20:40:32 +0000 2014,0:00:15,570,1326,True,caution_and_advice,175732,3237,Mr. 1911,False,2,1,1
503643042926977025,Sun Aug 24 20:40:33 +0000 2014,0:00:16,309,153,True,sympathy_and_emotional_support,16628,2193,The Clod,False,0,1,0
503643044642848768,Sun Aug 24 20:40:33 +0000 2014,0:00:16,227,184,True,other_useful_information,209,2056,Randee Hamilton,False,0,1,0
503643044827394048,Sun Aug 24 20:40:33 +0000 2014,0:00:16,813,338,True,other_useful_information,8687,1865,melissa,False,2,2,0
503643045305516033,Sun Aug 24 20:40:33 +0000 2014,0:00:16,1114,812,True,infrastructure_and_utilities_damage,5374,2090,Bianca de Jager,False,0,1,1
503643045867188224,Sun Aug 24 20:40:34 +0000 2014,0:00:17,2062,1644,True,not_related_or_irrelevant,240921,2256,ray clarke,False,0,1,0
503643050128592896,Sun Aug 24 20:40:35 +0000 2014,0:00:18,257,660,True,injured_or_dead_people,10019,4073,Lisa,False,1,0,0
503643054327484418,Sun Aug 24 20:40:36 +0000 2014,0:00:19,716,803,True,injured_or_dead_people,91649,2290,Dave Evers 🇺🇸,False,1,1,1
503643056629768192,Sun Aug 24 20:40:36 +0000 2014,0:00:19,133,54,True,other_useful_information,2887,2117,FRESH 4 LIFE,False,1,1,1
503643062715703296,Sun Aug 24 20:40:38 +0000 2014,0:00:21,339,360,True,other_useful_information,2489,1927,Linds,False,2,1,0
503643062913212416,Sun Aug 24 20:40:38 +0000 2014,0:00:21,1781,2672,True,injured_or_dead_people,808893,2139,The News Globe,False,0,0,1
503643063450083328,Sun Aug 24 20:40:38 +0000 2014,0:00:21,2371,673,True,injured_or_dead_people,691,1431,NORTH DELTA CARES,False,1,2,0
503643063529398272,Sun Aug 24 20:40:38 +0000 2014,0:00:21,202,48,True,other_useful_information,172,3371,Vulkanika,False,0,0,1
503643073335685120,Sun Aug 24 20:40:40 +0000 2014,0:00:23,233,855,True,infrastructure_and_utilities_damage,42867,2507,Debbie Hernandez,False,0,0,0
503643077836546048,Sun Aug 24 20:40:41 +0000 2014,0:00:24,1104,2068,True,infrastructure_and_utilities_damage,4819,2891,Traci Carl,True,0,1,1
503643080005013505,Sun Aug 24 20:40:42 +0000 2014,0:00:25,4147,4691,True,other_useful_information,58557,1583,7 Seals Of The End,False,0,1,1
503643081066184704,Sun Aug 24 20:40:42 +0000 2014,0:00:25,57,344,True,sympathy_and_emotional_support,4643,2394,TrainerSpace.com,False,0,0,1
503643093589958657,Sun Aug 24 20:40:45 +0000 2014,0:00:28,186,257,True,other_useful_information,13900,3844,Vladislav Davidzon,False,0,0,0
503643098891575296,Sun Aug 24 20:40:46 +0000 2014,0:00:29,1520,1461,True,other_useful_information,50261,3307,Jack Sarfatti,False,0,0,1
503643104709066752,Sun Aug 24 20:40:48 +0000 2014,0:00:31,0,3,True,other_useful_information,8030,1479,Wine,False,0,0,1
503643105338216448,Sun Aug 24 20:40:48 +0000 2014,0:00:31,1900,2131,True,infrastructure_and_utilities_damage,22450,2631,BushrangersBar,False,1,4,1
503643105485004800,Sun Aug 24 20:40:48 +0000 2014,0:00:31,0,3,True,injured_or_dead_people,8030,1479,Wine,False,0,0,1
503643109620588544,Sun Aug 24 20:40:49 +0000 2014,0:00:32,168,24,True,injured_or_dead_people,936,2605,Dwight Lager,False,0,3,0
503643112363671552,Sun Aug 24 20:40:49 +0000 2014,0:00:32,1273,2130,True,infrastructure_and_utilities_damage,3209,4045,Chris Walsh,False,0,1,0
503643117308764160,Sun Aug 24 20:40:51 +0000 2014,0:00:34,18127,17773,True,other_useful_information,83479,2233,❣Gabby❣,False,1,1,1
503643124787609600,Sun Aug 24 20:40:52 +0000 2014,0:00:35,744,1491,True,donation_needs_or_offers_or_volunteering_services,100685,2401,ash,False,1,0,0
503643126141947904,Sun Aug 24 20:40:53 +0000 2014,0:00:36,735,130,True,other_useful_information,17590,2765,The Young Skunks,False,1,1,1
503643126683009025,Sun Aug 24 20:40:53 +0000 2014,0:00:36,5020,3818,True,not_related_or_irrelevant,28866,3286,Geoffrey W. King ⚖️🎄,True,1,3,1
503643127132221440,Sun Aug 24 20:40:53 +0000 2014,0:00:36,1104,2068,True,other_useful_information,4819,2891,Traci Carl,True,0,1,1
503643127253450753,Sun Aug 24 20:40:53 +0000 2014,0:00:36,128,29,True,other_useful_information,1151,2205,Niam Xob Laim,False,0,1,1
503643128931565568,Sun Aug 24 20:40:53 +0000 2014,0:00:36,1221,3416,True,other_useful_information,12101,2654,Karen Pauls,True,3,2,0
503643128994086912,Sun Aug 24 20:40:53 +0000 2014,0:00:36,700,922,True,other_useful_information,34920,2633,Lyndon Anderson,False,0,1,1
503643130923466753,Sun Aug 24 20:40:54 +0000 2014,0:00:37,77,46,True,other_useful_information,4181,2347,Ray,False,2,1,0
503643131624292352,Sun Aug 24 20:40:54 +0000 2014,0:00:37,14,193,True,injured_or_dead_people,654793,1552,Breaking News UK,False,0,0,1
503643136636506112,Sun Aug 24 20:40:55 +0000 2014,0:00:38,14,193,True,caution_and_advice,654793,1552,Breaking News UK,False,0,0,1
503643138968133632,Sun Aug 24 20:40:56 +0000 2014,0:00:39,336,86,True,other_useful_information,1719,1422,Leslie Teltoe,False,2,2,0
503643144148099072,Sun Aug 24 20:40:57 +0000 2014,0:00:40,295,702,True,infrastructure_and_utilities_damage,24284,2763,cassandra meleana,False,2,1,1
503643146115223552,Sun Aug 24 20:40:57 +0000 2014,0:00:40,18127,17773,True,infrastructure_and_utilities_damage,83479,2233,❣Gabby❣,False,1,1,1
503643149374205952,Sun Aug 24 20:40:58 +0000 2014,0:00:41,31,48,True,other_useful_information,288,2220,Josh Cuadra,False,0,2,1
503643151970869249,Sun Aug 24 20:40:59 +0000 2014,0:00:42,186,218,True,other_useful_information,23176,2611,JN,False,0,1,0
503643154797854720,Sun Aug 24 20:41:00 +0000 2014,0:00:43,4249,1675,True,other_useful_information,26796,1946,Stephanie Guzman,False,1,1,0
503643156358115328,Sun Aug 24 20:41:00 +0000 2014,0:00:43,705,2905,True,infrastructure_and_utilities_damage,5086,3297,Sébastien Deleuze,False,2,1,0
503643156668096513,Sun Aug 24 20:41:00 +0000 2014,0:00:43,656,555,True,infrastructure_and_utilities_damage,11181,3266,Allen J Price,False,2,1,1
503643156941111296,Sun Aug 24 20:41:00 +0000 2014,0:00:43,5850,6854,True,other_useful_information,100586,4018,Catherine#DefendDACA,False,0,2,0
503643158580690944,Sun Aug 24 20:41:00 +0000 2014,0:00:43,3209,782,True,not_related_or_irrelevant,101179,3346,NoMasFranko,False,0,1,1
503643158748880896,Sun Aug 24 20:41:00 +0000 2014,0:00:43,213,240,True,injured_or_dead_people,21274,2463,Totally Kyle,False,2,1,0
503643159088218112,Sun Aug 24 20:41:01 +0000 2014,0:00:44,555,322,True,other_useful_information,6941,3026,Ana C.,False,3,1,0
503643159239622656,Sun Aug 24 20:41:01 +0000 2014,0:00:44,863,893,True,infrastructure_and_utilities_damage,13449,1363,Elaine Davies,False,0,1,1
503643162515349505,Sun Aug 24 20:41:01 +0000 2014,0:00:44,409,13438,True,other_useful_information,284900,2894,@Clio_the_Leo 🌂,False,1,1,0
503643163857526784,Sun Aug 24 20:41:02 +0000 2014,0:00:45,416,449,True,other_useful_information,5482,2282,Jackson Gasho,False,0,1,0
503643164834803712,Sun Aug 24 20:41:02 +0000 2014,0:00:45,956,255,True,sympathy_and_emotional_support,3703,3135,Anaël Beutot,False,0,1,0
503643166453825537,Sun Aug 24 20:41:02 +0000 2014,0:00:45,69,187,True,donation_needs_or_offers_or_volunteering_services,23855,3567,audry,False,2,1,1
503643168324071424,Sun Aug 24 20:41:03 +0000 2014,0:00:46,1020,1191,True,infrastructure_and_utilities_damage,2181,3291,teddy nykiel,False,1,1,0
503643168941015040,Sun Aug 24 20:41:03 +0000 2014,0:00:46,1482,4674,True,other_useful_information,51591,3355,Brenda Saw JESUS†,False,5,0,0
503643169402003456,Sun Aug 24 20:41:03 +0000 2014,0:00:46,176,233,True,injured_or_dead_people,3417,1952,mads,False,1,1,1
503643169524047873,Sun Aug 24 20:41:03 +0000 2014,0:00:46,509,163,True,injured_or_dead_people,2935,2925,SEVAC,False,0,1,0
503643171327602689,Sun Aug 24 20:41:03 +0000 2014,0:00:46,274,34,True,not_related_or_irrelevant,382,2275,Yvonne Hernandez,False,0,1,1
503643171352739842,Sun Aug 24 20:41:03 +0000 2014,0:00:46,4981,1692,True,other_useful_information,115192,1823,Sean Champ,False,1,2,0
503643171775983616,Sun Aug 24 20:41:04 +0000 2014,0:00:47,420,177,True,sympathy_and_emotional_support,2807,2020,Elle,False,1,2,0
503643175550861314,Sun Aug 24 20:41:05 +0000 2014,0:00:48,368,268,True,other_useful_information,40675,2864,Rebeca Wright,False,1,1,1
503643176272265216,Sun Aug 24 20:41:05 +0000 2014,0:00:48,948,296229,True,other_useful_information,121429,3922,SBS News,True,0,0,1
503643180412436480,Sun Aug 24 20:41:06 +0000 2014,0:00:49,431,270,True,other_useful_information,12029,3438,slmeng,False,0,3,0
503643180508909570,Sun Aug 24 20:41:06 +0000 2014,0:00:49,101,132,True,other_useful_information,9028,3677,Jonathan Roisman,False,1,2,1
503643180756393984,Sun Aug 24 20:41:06 +0000 2014,0:00:49,2748,3269,True,other_useful_information,94794,3481,HeidiKiewitt,False,0,0,2
503643181620015104,Sun Aug 24 20:41:06 +0000 2014,0:00:49,458,115,True,donation_needs_or_offers_or_volunteering_services,1378,3299,David Topete,False,1,2,0
503643183675219968,Sun Aug 24 20:41:06 +0000 2014,0:00:49,181,101,True,other_useful_information,57758,1492,a.k.a.TheUncleDanny,False,0,0,1
503643187034853376,Sun Aug 24 20:41:07 +0000 2014,0:00:50,181,101,True,caution_and_advice,57758,1492,a.k.a.TheUncleDanny,False,0,0,1
503643187903488000,Sun Aug 24 20:41:07 +0000 2014,0:00:50,1298,1867,True,injured_or_dead_people,6709,3333,Jonathan Parfrey,False,1,2,1
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,0:00:51,2367,1783,True,sympathy_and_emotional_support,36357,2516,Annie Woodard,False,0,1,1
503643191061401601,Sun Aug 24 20:41:08 +0000 2014,0:00:51,181,101,True,infrastructure_and_utilities_damage,57758,1492,a.k.a.TheUncleDanny,False,0,0,1
503643192734916608,Sun Aug 24 20:41:09 +0000 2014,0:00:52,937,11206,True,not_related_or_irrelevant,7144,3324,John Clifford,False,0,0,0
503643196945997825,Sun Aug 24 20:41:10 +0000 2014,0:00:53,22015,30745,True,other_useful_information,133131,2474,Just Jeff,False,1,2,0
503643197969424384,Sun Aug 24 20:41:10 +0000 2014,0:00:53,1982,685,True,other_useful_information,6370,3320,Giselaprishker,False,0,0,1
503643198116225024,Sun Aug 24 20:41:10 +0000 2014,0:00:53,428,183,True,other_useful_information,12846,2206,SCGridironGirl🏈⚾️🎾🎳🏒🎱🏀,False,0,1,1
503643202125955073,Sun Aug 24 20:41:11 +0000 2014,0:00:54,2171,4736,True,infrastructure_and_utilities_damage,741789,2750,Tech L0G 🇺🇸 📝,False,0,0,2
503643204156006400,Sun Aug 24 20:41:11 +0000 2014,0:00:54,500,677,True,injured_or_dead_people,7659,3578,Dawn Endico,False,2,1,0
503643204865236992,Sun Aug 24 20:41:11 +0000 2014,0:00:54,716,803,True,other_useful_information,91649,2290,Dave Evers 🇺🇸,False,0,1,0
503643205280468992,Sun Aug 24 20:41:12 +0000 2014,0:00:55,269,44,True,injured_or_dead_people,445,3567,Lienex,False,2,1,0
503643205879861250,Sun Aug 24 20:41:12 +0000 2014,0:00:55,980,744,True,other_useful_information,31106,2447,David Smock,False,0,1,0
503643206219624450,Sun Aug 24 20:41:12 +0000 2014,0:00:55,4849,3100,True,caution_and_advice,1267135,3143,Pradeep K Paijwar,False,0,0,1
503643207486283776,Sun Aug 24 20:41:12 +0000 2014,0:00:55,899,1433,True,other_useful_information,32361,1716,Bella,False,2,1,0
503643208169967616,Sun Aug 24 20:41:12 +0000 2014,0:00:55,0,29,True,infrastructure_and_utilities_damage,3531,3347,Shaun Fernandez,False,0,0,1
503643209894211587,Sun Aug 24 20:41:13 +0000 2014,0:00:56,863,893,True,other_useful_information,13449,1363,Elaine Davies,False,3,1,0
503643212112994305,Sun Aug 24 20:41:13 +0000 2014,0:00:56,2536,669,True,other_useful_information,3261,3287,Dawn Haney,False,0,1,1
503643213979070465,Sun Aug 24 20:41:14 +0000 2014,0:00:57,1293,702,True,other_useful_information,17435,2949,Shannon Ellis,False,1,0,0
503643214180392961,Sun Aug 24 20:41:14 +0000 2014,0:00:57,864,1394,True,infrastructure_and_utilities_damage,148138,1786,Pox Jode,False,0,0,0
503643214834724864,Sun Aug 24 20:41:14 +0000 2014,0:00:57,431,354,True,other_useful_information,638,2192,Susan Winlow,False,0,1,1
503643215950389249,Sun Aug 24 20:41:14 +0000 2014,0:00:57,24,53,True,other_useful_information,103668,1565,Divyendu Hefferon,False,0,0,0
503643216084602880,Sun Aug 24 20:41:14 +0000 2014,0:00:57,101,79,True,infrastructure_and_utilities_damage,6725,2699,Chinoe,False,0,1,0
503643216424357888,Sun Aug 24 20:41:14 +0000 2014,0:00:57,31,66,True,sympathy_and_emotional_support,102040,1568,Trayvon Ivashinnikov,False,0,0,0
503643218278240256,Sun Aug 24 20:41:15 +0000 2014,0:00:58,0,41,True,not_related_or_irrelevant,100018,1732,zizyxewoni,False,0,0,0
503643218714439680,Sun Aug 24 20:41:15 +0000 2014,0:00:58,878,367,True,infrastructure_and_utilities_damage,31683,2236,☼ Luz ☼,False,1,1,0
503643219885031424,Sun Aug 24 20:41:15 +0000 2014,0:00:58,2152,13603,True,not_related_or_irrelevant,13914,2956,Vivian Ho,True,0,0,0
503643220949991424,Sun Aug 24 20:41:15 +0000 2014,0:00:58,1862,1826,True,not_related_or_irrelevant,60093,2711,Gadget News,False,0,0,1
503643221218824192,Sun Aug 24 20:41:15 +0000 2014,0:00:58,1282,773,True,not_related_or_irrelevant,2343,1404,Brannan Cottage Inn,False,0,2,0
503643222598356992,Sun Aug 24 20:41:16 +0000 2014,0:00:59,0,147,True,donation_needs_or_offers_or_volunteering_services,162727,1464,dlvrworld,False,0,0,1
503643227074080768,Sun Aug 24 20:41:17 +0000 2014,0:01:00,283698,290411,True,injured_or_dead_people,4657,3220,Dan Hogman,False,2,0,1
503643227858030593,Sun Aug 24 20:41:17 +0000 2014,0:01:00,298,276,True,other_useful_information,3325,3153,jenna ford,False,3,3,0
503643229460262912,Sun Aug 24 20:41:17 +0000 2014,0:01:00,873,353,True,infrastructure_and_utilities_damage,15565,3348,(((Peachie Folder))),False,0,1,0
503643233834893313,Sun Aug 24 20:41:18 +0000 2014,0:01:01,271,129582,True,injured_or_dead_people,700127,3321,Information Nigeria,False,0,0,1
503643235265576960,Sun Aug 24 20:41:19 +0000 2014,0:01:02,2122,1542,True,other_useful_information,64559,1405,Mr. Joe,False,0,1,0
503643236267982850,Sun Aug 24 20:41:19 +0000 2014,0:01:02,111,188,True,injured_or_dead_people,4197,1655,ONE BONE,False,0,1,1
503643237022564352,Sun Aug 24 20:41:19 +0000 2014,0:01:02,6484,6740,True,other_useful_information,118934,1377,sɴᴜᴘᴇʀ,False,0,0,1
503643239782420480,Sun Aug 24 20:41:20 +0000 2014,0:01:03,315,57,True,other_useful_information,5272,1393,James Richards,False,5,1,0
503643240000540672,Sun Aug 24 20:41:20 +0000 2014,0:01:03,718,973,True,other_useful_information,18590,2340,Maha Monther,False,5,2,0
503643244337451008,Sun Aug 24 20:41:21 +0000 2014,0:01:04,734,261,True,other_useful_information,492771,3310,Simon K,False,0,0,1
503643250842796032,Sun Aug 24 20:41:22 +0000 2014,0:01:05,15617,14905,True,other_useful_information,2387001,2873,John Muriango,False,0,0,1
503643253875286016,Sun Aug 24 20:41:23 +0000 2014,0:01:06,160,10,True,not_related_or_irrelevant,683,1376,Beverly,False,0,2,0
503643256409030657,Sun Aug 24 20:41:24 +0000 2014,0:01:07,575,1810,True,injured_or_dead_people,30751,3642,Lisa Horowitz,False,2,1,0
503643259571167232,Sun Aug 24 20:41:25 +0000 2014,0:01:08,4428,3851,True,infrastructure_and_utilities_damage,51650,3016,Gee L  Colley,False,3,3,1
503643261315985408,Sun Aug 24 20:41:25 +0000 2014,0:01:08,36854,33422,True,injured_or_dead_people,142857,3140,Bruce S Preble,False,0,0,1
503643262541111296,Sun Aug 24 20:41:25 +0000 2014,0:01:08,604,458,True,other_useful_information,718,1974,Aver Family Vineyards,False,1,5,0
503643263018872832,Sun Aug 24 20:41:25 +0000 2014,0:01:08,1591,6768,True,other_useful_information,8081,3318,Ashley Adamson,True,0,1,0
503643274926518272,Sun Aug 24 20:41:28 +0000 2014,0:01:11,287,294,True,not_related_or_irrelevant,17547,2126,Devany Prieto,False,2,1,0
503643275266228224,Sun Aug 24 20:41:28 +0000 2014,0:01:11,560,1065,True,other_useful_information,4349,2662,Ramsey Chapin,False,2,1,0
503643276499353600,Sun Aug 24 20:41:29 +0000 2014,0:01:12,1066,642,True,other_useful_information,7193,2282,Cynthia Cost,False,0,2,0
503643276654559233,Sun Aug 24 20:41:29 +0000 2014,0:01:12,77,46,True,other_useful_information,4181,2347,Ray,False,1,1,0
503643278697189378,Sun Aug 24 20:41:29 +0000 2014,0:01:12,418,623,True,infrastructure_and_utilities_damage,36541,2061,kartik,False,2,1,1
503643279083061248,Sun Aug 24 20:41:29 +0000 2014,0:01:12,20,2372,True,infrastructure_and_utilities_damage,45128,1810,cec,False,0,0,0
503643280400453633,Sun Aug 24 20:41:29 +0000 2014,0:01:12,2791,37143,True,infrastructure_and_utilities_damage,32453,3312,Liz Mullen,True,1,2,0
503643280475582464,Sun Aug 24 20:41:29 +0000 2014,0:01:12,3,59,True,injured_or_dead_people,992,2655,Cedar City Wine Club,False,0,0,1
503643284174929920,Sun Aug 24 20:41:30 +0000 2014,0:01:13,425,568,True,infrastructure_and_utilities_damage,9930,3062,Mike Goff,False,0,0,1
503643285572055042,Sun Aug 24 20:41:31 +0000 2014,0:01:14,617,52,True,not_related_or_irrelevant,121,3094,raycaz,False,0,1,0
503643287706931201,Sun Aug 24 20:41:31 +0000 2014,0:01:14,58,31,True,caution_and_advice,130,3279,Rosa Fierro Cellars,False,1,1,0
503643287954001920,Sun Aug 24 20:41:31 +0000 2014,0:01:14,210,73,True,other_useful_information,944,3781,WillieD,False,1,1,1
503643288612913153,Sun Aug 24 20:41:31 +0000 2014,0:01:14,367,2313,True,infrastructure_and_utilities_damage,33534,2782,Alameda Buzz,False,3,1,1
503643289317552128,Sun Aug 24 20:41:32 +0000 2014,0:01:15,1207,6086,True,infrastructure_and_utilities_damage,121523,3183,A2 Breaking News,False,3,1,1
503643290307403776,Sun Aug 24 20:41:32 +0000 2014,0:01:15,145,525,True,other_useful_information,12836,1697,Akron Journal,False,3,1,1
503643291150458880,Sun Aug 24 20:41:32 +0000 2014,0:01:15,539,2273,True,donation_needs_or_offers_or_volunteering_services,76888,2540,Albany NY Buzz,False,3,1,1
503643291167248384,Sun Aug 24 20:41:32 +0000 2014,0:01:15,15532,28293,True,other_useful_information,384189,3605,Mott Marvin Kornicki,False,2,1,0
503643291758260224,Sun Aug 24 20:41:32 +0000 2014,0:01:15,1066,642,True,other_useful_information,7193,2282,Cynthia Cost,False,0,1,0
503643291859292161,Sun Aug 24 20:41:32 +0000 2014,0:01:15,230,1256,True,other_useful_information,49043,2744,Algonquin Buzz,False,3,1,1
503643292505210880,Sun Aug 24 20:41:32 +0000 2014,0:01:15,307,976,True,other_useful_information,18868,2583,Aliso Viejo Buzz,False,3,1,1
503643293176332289,Sun Aug 24 20:41:32 +0000 2014,0:01:15,708,2780,True,other_useful_information,34592,2749,Napa Breaking News,False,3,1,1
503643293406609409,Sun Aug 24 20:41:33 +0000 2014,0:01:16,1461,3143,True,donation_needs_or_offers_or_volunteering_services,2744,3356,jessica garrison,True,0,1,0
503643293880963072,Sun Aug 24 20:41:33 +0000 2014,0:01:16,333,1461,True,other_useful_information,38345,2124,Amarillo Journal,False,3,1,1
503643294573006849,Sun Aug 24 20:41:33 +0000 2014,0:01:16,216,1349,True,injured_or_dead_people,40049,2185,Anchorage Buzz,False,3,1,1
503643295218958338,Sun Aug 24 20:41:33 +0000 2014,0:01:16,189,1388,True,caution_and_advice,27859,2139,Arlington TX Buzz,False,3,1,1
503643296577880064,Sun Aug 24 20:41:33 +0000 2014,0:01:16,84,535,True,injured_or_dead_people,44854,1761,Arvada Journal,False,3,1,1
503643297685200896,Sun Aug 24 20:41:34 +0000 2014,0:01:17,283,3591,True,other_useful_information,41666,3297,Asheville News,False,3,1,1
503643298310148097,Sun Aug 24 20:41:34 +0000 2014,0:01:17,897,3978,True,other_useful_information,121048,3017,Atlanta Real Time,False,3,1,1
503643298657861632,Sun Aug 24 20:41:34 +0000 2014,0:01:17,1687,831,True,other_useful_information,28746,3352,Chuck Smith,False,0,0,0
503643298918334465,Sun Aug 24 20:41:34 +0000 2014,0:01:17,304,110,True,infrastructure_and_utilities_damage,880,2306,Robin Bezz,False,0,1,0
503643299329359872,Sun Aug 24 20:41:34 +0000 2014,0:01:17,186,481,True,other_useful_information,8978,1554,Auburn Daily News,False,3,1,1
503643299996241920,Sun Aug 24 20:41:34 +0000 2014,0:01:17,98,327,True,other_useful_information,73017,2139,Augusta Buzz,False,3,1,1
503643300877058049,Sun Aug 24 20:41:34 +0000 2014,0:01:17,588,3002,True,caution_and_advice,143661,2446,Austin Daily News,False,3,1,1
503643301535551490,Sun Aug 24 20:41:34 +0000 2014,0:01:17,420,1356,True,other_useful_information,36695,2221,Bakersfield Day,False,3,1,1
503643302130753536,Sun Aug 24 20:41:35 +0000 2014,0:01:18,412,1004,True,other_useful_information,42927,2616,أحمد الفيلكاوي,False,0,2,0
503643302147915777,Sun Aug 24 20:41:35 +0000 2014,0:01:18,280,854,True,infrastructure_and_utilities_damage,60720,2590,Ballard Buzz,False,3,1,1
503643302915489795,Sun Aug 24 20:41:35 +0000 2014,0:01:18,444,2206,True,other_useful_information,151571,2949,Barrington Area News,False,3,1,1
503643303490109440,Sun Aug 24 20:41:35 +0000 2014,0:01:18,544,270,True,other_useful_information,107159,3167,Daniela,False,0,1,0
503643304039575552,Sun Aug 24 20:41:35 +0000 2014,0:01:18,349,1785,True,other_useful_information,25485,2635,Bellevue Buzz,False,3,1,1
503643304790360065,Sun Aug 24 20:41:35 +0000 2014,0:01:18,302,2848,True,not_related_or_irrelevant,88768,2625,Bellingham Buzz,False,3,1,1
