TweetID,City,Country,Location,StateProvince,Text
'503643016653860864',['cleveland'],[],[],['california'],Video shows moment earthquake hit California; updated reports say 120 injured Cleveland http://t.co/lZ9iUwHB6X
'503643018906570752',[],[],[],['california'],6.0 earthquake strikes California wine country | Stuff ... http://t.co/sgN0xpODJV
'503643019653181440',[],[],[],['california'],"RT @theprovince: 3 critically injured, 87 treated at hospital after 6.0 magnitude earthquake in California http://t.co/xn6GJz9FMw"
'503643027076694016',['napa'],[],['califoâ'],['california'],RT @sofiaorden: Â» http://t.co/qPBRxnTMmA  Californiaearthquake 117 California earthquake: wine country clears up damage around Napa Califoâ€¦
'503643028591218688',['napa'],[],['county'],['california'],"RT @NBCNightlyNews: At least 65 aftershocks have hit Napa County, California since Sunday's 6.0-magnitude earthquake. @JoeFryer joins us noâ€¦"
'503643029559734272',[],"['u.s.', 'peru']",['north'],['california'],"RT @hwabeng: â€œ@cnnbrk: A 7.0 magnitude earthquake strikes southern Peru, U.S. Geological Survey says.â€Yesterday North California,the Big Onâ€¦"
'503643031367467008',[],[],['northern'],['california'],Hoping for best: Powerful earthquake shakes Northern California http://t.co/gvBVrSbLgN http://t.co/aCgUeEt8ZE
'503643033016233985',[],[],[],[],RT @svqjournalist: I'm taking over coverage of the napaquake from downtown. The damage looks striking in person. http://t.co/jHWeYdhHAI
'503643033280462848',[],[],['northern'],['california'],RT @EuBetaLab1: Northern California earthquake is the strongest in 25 years - CNN http://t.co/BDsi3ZoRUB
'503643033905410048',[],[],[],['california'],"M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC (via @usgs) http://t.co/KAOUxHw58u"
'503643033909202947',['napa'],[],[],[],RT @CNN: This drone captured the aftermath of the 6.0 Napa earthquake. Watch the full video here: http://t.co/pANOvsuDB9 https://t.co/OD7Ecâ€¦
'503643036996227073',[],[],['cpcueropornoqrafico'],['california'],CpCueroPornoqrafico California earthquake marks first major test of hard-luck city of ... http://t.co/pdagRONnlN [ LozTeletobiiz ) â™¥
'503643039764860932',['napa'],[],['northern'],['california'],"RT @janinebucks: â€¢ http://t.co/sC6ZfMhPX2 â€¢ SFGate 131  SFGate â€¢ Napa damaged, more than 100 hurt in Northern California quake http://t.coâ€¦"
'503643040171700225',[],[],[],['california'],RT @heyyouapp: â™¦ http://t.co/xWUqkHD7Se 427  earthquake  â™¦ earthquake  â™¦ State of Emergency Declared After California Earthquake http://t.â€¦
'503643042926977025',['napa'],[],[],[],"I really like graphs, and this one is pretty good - The Napa earthquake woke this many Jawbone Up wearers http://t.co/cOq1hljgjM"
'503643044642848768',[],[],[],['california'],"RT @cjwerleman: Somewhere, a Republican strategist is trying to prevent his client from linking California's earthquake to gay sex"
'503643044827394048',"['upon', 'newcastle', 'tyne']",['england'],[],['california'],RT @mandari6: England GBR Newcastle upon Tyne http://t.co/yTujyhMdjZ BREAKING NEWS 965 California earthquake California earthquake: Most poâ€¦
'503643045305516033',['napa'],[],[],[],Napa earthquake map: Red-tagged buildings: Esri map shows the damages caused by the 6.0 Napa earthquake. http://t.co/6trj1MaO0X
'503643045867188224',[],[],[],['california'],"RT @EditInfluence: Top story: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/xqp2iRgIKw, see more http:/â€¦"
'503643050128592896',[],[],[],[],"BREAKING New Injury Numbers 172 injured, 7 fractures, 1 critical napaquake http://t.co/nVYLPewtFR"
'503643051378483200',[],[],[],['california'],RT ipad iphone California begins quake clear-up http://t.co/DaQ1i7vVZa app http://t.co/rO7KKVIpqP
'503643054327484418',[],[],[],[],"RT @josephjett: UPDATE 10-California wine country shaken by 6.0 quake, dozens hurt  via @josephjett bonds http://t.co/jWDQn76XWf"
'503643056567255040',[],[],[],['california'],"RT @licknord: California is so chill, they just has a huge earthquake and they're like http://t.co/RHor0XXj4u"
'503643056629768192',[],[],[],['california'],â†’ IsraelDice Â°_Â° ï¿¼ Losses From California Quake Could Top $1 Billion: The magnitude-6.0 earth... http://t.co/g6ZXRgCQAb IsraelGarciaRD
'503643062715703296',[],[],[],['california'],"Earthquake rocks northern California: An earthquake with a magnitude of 6.0 shakes northern California, with a... http://t.co/u5X5wtrr9o"
'503643062913212416',[],[],[],[],RT @latimes: Napa boy crushed by brick chimney in 6.0 quake: 'I should be dead' http://t.co/hQObyOFBUC
'503643063450083328',[],[],[],['california'],RT @stormchaser4850: UPDATE: 170+ people treated for injuries in aftermath of strong California earthquake http://t.co/hY1I7ToEur http://â€¦
'503643063529398272',[],[],[],['california'],"RT @AboveMilton: California is so chill, we just had a huge earthquake and were like http://t.co/HKxbuHDp6v"
'503643073335685120',[],[],[],['california'],The former inspector at California's Diablo Canyon nuclear reactor worries it is susceptible to earthquake damage. http://t.co/2ksSyNHFnu
'503643074514272256',[],[],[],['california'],RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369
'503643077836546048',[],[],[],[],Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/QEnzqYaaEZ iPOst
'503643080005013505',['napa'],['usa'],[],[],"RT @ginalimp: USA Â» NEWS Â» http://t.co/xhtVALI8gO HOT NEWS 958 earthquake Scores of aftershocks from Napa earthquake felt, more on the way â€¦"
'503643081066184704',[],[],[],[],Prayers to all affected by napaearthquake  this morning http://t.co/2Vmz353lCf
'503643081871089664',[],[],[],['california'],RT @RT_com: California plans to build $80 million earthquake early-warning system http://t.co/rJ5FtAHJq6 http://t.co/j1DuEV5zCv
'503643093589958657',['napa'],[],[],['ca'],"News Update!!: Napa, CA: Clean up continues after the Napa, California Earthquake. NapaQuake http://t.co/YLJygm9ete"
'503643095204782081',[],[],[],[],RT @heyyouapp: â€¢ http://t.co/M7N2V2olhC â€¢ earthquake Earthquake Today Earthquake California Napa Earthquake California Earthquake â€¦ http:/â€¦
'503643096567926784',[],[],"['northern', 'usaheadlines']",['california'],USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit https://t.co/kIVL6jkglU http://t.co/RaZg1kWFpH
'503643096601858048',[],[],[],[],"RT @LANow: Quake aftershocks damage Napa bridge, force lane closure http://t.co/4lLKVSi8Q8"
'503643097293914112',[],[],[],[],RT @mattdpearce: Drone footage of the earthquake damage in Napa: http://t.co/yRZzNkHwzX http://t.co/DpOIOwCf4O
'503643098891575296',[],[],[],['california'],California starts quake clean-up http://t.co/vBCDgYrFrh EMM
'503643100204773377',"['valley', 'napa']",[],['yountville'],[],"Fortunately, Gallery 1870 in Yountville, Ca only incurred minor damage during Sunday's Napa Valley earthquake,... http://t.co/5EhX8Uhm9P"
'503643104709066752',[],[],[],['california'],This Is What Northern California Looks Like After Earthquake - ABC News http://t.co/Iz0xO9MJIz via @ABC
'503643105338216448',[],[],[],[],Napa rushes to fix quake damage as drought means early harvest  http://t.co/AZU1tiljq3
'503643105485004800',[],[],[],['california'],"RT @aandreavitch: Quake rocks California wine country, dozens injured  via @josephjett news http://t.co/irImSTC95V"
'503643109620588544',[],[],[],[],"RT @SFGate: Fires, injuries, and more: the latest news and updates on this morning's napaquake: http://t.co/A81CGAcahj http://t.co/OPioaP6â€¦"
'503643111206027264',[],[],['southern'],['california'],RT @KPCC 20 things to do to prepare before the next earthquake hits Southern California http://t.co/0sLeOqiga3
'503643112363671552',[],[],[],['california'],â€œ@foodbeast: California Earthquake Destroys Half the Wine in Napa Vineyard http://t.co/yOGlU4N2LQ http://t.co/o2uZBP59Bjâ€ @smitchek
'503643113793933312',[],[],[],[],RT @alawine: I see napaquake trending on twitter. With your help I'd rather see these: naparocks pressonapa napastrong drinknapa visiâ€¦
'503643117308764160',[],[],[],[],RT @nbcbayarea: Napa animal shelter officials have been able to reunite 11 dogs with their owners since Sunday's earthquake http://t.co/c6Fâ€¦
'503643117648486400',[],[],['northern'],['california'],RT @DjKingAssassin: âœª djkingassassin 6.0 earthquake shakes Northern California: Cop who killed Michael Brown starte... http://t.co/FiRkBldâ€¦
'503643124787609600',[],[],[],[],"Full statement by Napa Valley Vintners on new earthquake relief find, with link for making donations: http://t.co/KuWzMz5zpV via  NapaRegis"
'503643126141947904',[],['us'],[],['california'],California quake could put a cork in US wine industry napaquake http://t.co/7cli0EuQlD
'503643126683009025',[],[],[],['california'],RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369
'503643127132221440',['napa'],[],[],[],"Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles Times: NBCNews.comScores of aft... http://t.co/Ml73ggaYvm"
'503643127253450753',[],[],[],['california'],What Caused California's Napa Earthquake? http://t.co/fMQehvkxGK space
'503643128931565568',['napa'],[],[],[],RT @tomsteinfort: A very Californian way of dealing with the 6.0 earthquake in Napa overnight (via @vickydnguyen) http://t.co/TDg8raXG2P
'503643128994086912',[],[],[],['california'],"Top storys: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 Uâ€¦ http://t.co/P65CFnpuCT, see more http://t.co/CMvgILHzHa"
'503643130059829248',['vallejo'],[],[],[],RT @NapaCoRedCross: The @RedCross shelters in Napa and Vallejo remain open to assist those affected by the earthquake. NapaQuake
'503643130923466753',[],['china'],['californiaâ'],[],RT @ProfPaulKrugman: Here is what a magnitude-6 earthquake does in China and Californiaâ€¦ http://t.co/OBvrSoJifb http://t.co/zyDu3Zi9uy via â€¦
'503643131624292352',[],[],[],['california'],Quake in California's wine country injures dozens http://t.co/ke2wmkGeEI
'503643136636506112',[],[],[],['california'],Excellent @MSNBC story by @Maddow on the Earthquake Early Warning System in development in California: http://t.co/Iw5HxT5Yqa
'503643137663725568',[],[],[],['california'],RT @hunterschwarz: What a California thing to do. Skater takes advantage of Napa earthquake-damaged street. (via @vickydnguyen) http://t.coâ€¦
'503643137835675648',[],[],[],['california'],IndyCar community shaken by California earthquake Indianapolis Star PQP q susto o terremotoâ€¦ http://t.co/J1wgB6vArK
'503643138674528256',['napa'],[],[],[],RT @mg: Significant amounts of drone footage on local TV station about the Napa earthquake aftermath. http://t.co/8aCEzDwD7I
'503643138968133632',[],['peru'],[],['california'],RT @dutchsinse: 8/24/2014 -- Large 7.0M earthquake strikes Peru -- 6.0M hits California: http://t.co/57Nl3QDLif via @YouTube
'503643143729082369',['napa'],[],[],['california'],"RT @nbcbayarea: ""Only in California."" Skateboarders shred buckled streets in Napa. http://t.co/qojkaVorVf napaquake http://t.co/oQYcG97C63"
'503643144148099072',[],[],[],['california'],RT @MinnaKiistala: 6.0 earthquake in California looks terrible! &amp; it reminds me what a real estate investor friend told me: earthquake= timâ€¦
'503643144991567872',['napa'],[],['usaheadlines'],[],"USAHeadlines Napa earthquake could cost insurers $2.1B, but cat bonds likely safe http://t.co/4rzPurZ2jn"
'503643146115223552',['bay'],[],['area'],['california'],http://t.co/7RkoUUJUlt California quake damages historic buildings: The strongest quake to hit the Bay Area in ... http://t.co/h9AQ9J9QLg
'503643149374205952',[],[],['northern'],['california'],News Update: Northern California Experiences Most Powerful Earthquake in 25 Years http://t.co/VI9nmsZTPT
'503643149776875521',[],[],[],[],RT @NVR_Photo: Damage from NapaQuake car under rubble at Third and Brown streets http://t.co/9A3zBYnbXW
'503643151970869249',"['napa', 'bay']",[],[],[],RT @bigmac: Here's a recent example of health &amp; digital at work: How the Napa earthquake affected Bay area sleepers! https://t.co/6aVYSlEGQâ€¦
'503643154797854720',[],[],[],[],MUST SEE: Drone Video Offers Aerial View of Napa Quake Damage http://t.co/6KlI46fKJQ http://t.co/pZQ8Jrs12E
'503643156358115328',[],[],[],[],"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz"
'503643156668096513',['bay'],[],['area'],['california'],California quake damages historic buildings: The strongest quake to hit the Bay Area in 25 years injured dozen... http://t.co/9xHFG0sqH3
'503643156941111296',[],[],[],[],RT @DRUDGE_REPORT: Residents Report Mysterious 'Flashes' In The Sky During Napa Earthquake... http://t.co/o1DlMgLRl7
'503643158580690944',[],[],[],['california'],RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369
'503643158748880896',[],['usa'],[],[],"RT @heyyouapp: USA Â» NEWS Â» http://t.co/Z9KGc1EJ3D HOT NEWS 622 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital Folâ€¦"
'503643159088218112',[],[],[],[],"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/19JC441kFl"
'503643159239622656',[],[],[],['california'],RT @WesleyMooreJr: Skateboarding atop an earthquake-damaged street is the most California thing to ever happen. http://t.co/hIAorPa2qn
'503643162515349505',['napa'],[],['south'],[],RT @TechCrunch: Jawbone fitness trackers show data about how many people were woken up by the South Napa earthquake http://t.co/99BROOFkxf
'503643163857526784',[],[],[],['california'],RT @hamletgarcia17: Average earthquake insurance cost california $860 a  month via @CNN http://t.co/vVef6k7F2L  @CAgovernment  @LosAngelesâ€¦
'503643164834803712',[],[],[],['california'],"""ELCA offers prayers for those affected by California earthquake"" via @ELCANews http://t.co/80awJvXtvj UNYS"
'503643166453825537',[],[],[],[],RT @vjotimesherald: BOE announces emergency tax relief for business owners affected by South Napa Earthquake http://t.co/Td6okCs7jR
'503643168324071424',[],[],[],[],Napa earthquake: Power restored to thousands; cleanup continues - Los Angeles Times
'503643168941015040',['bay'],[],['area'],['california'],Magnitude 6.0 Earthquake Strikes California's Bay Area http://t.co/BQhyYt7YrO http://t.co/Cn8GZOrrY3
'503643169402003456',[],[],[],[],"Napa earthquake: Hundreds hurt, dozens of buildings condemned after 6.0 jolt - Bennington Banner http://t.co/Y6QIBmHTJl earthquakesf ..."
'503643169524047873',[],[],[],['california'],"RT @RT_com: 120 injured, power outages as California hit by largest quake in 25 years http://t.co/ZAgdDHKxVj http://t.co/jkiiTmoI5k"
'503643171327602689',[],[],[],['california'],Earthquake Blacks Out California http://t.co/BInjnRISq2
'503643171352739842',[],[],['northern'],['california'],Northern California earthquake is the strongest in 25 years http://t.co/cq0JhG3X7q
'503643171775983616',['napa'],[],['county'],[],RT @Hunter_2_Fast: Sending my thoughts out to Napa County firefighters I've met from Cal Fire LNU out working the quake today praying for yâ€¦
'503643175466983425',[],[],[],"['mt', 'california']",RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll httpâ€¦
'503643175550861314',"['valley', 'yucca']",[],[],['california'],"USGS reports a M1.27 earthquake 21km N of Yucca Valley, California on 8/25/14 @ 20:31:28 UTC http://t.co/cDyXNZus6G quake"
'503643176272265216',[],[],[],"['washington', 'california']",California quake warning system not in Washington Washington http://t.co/tJxS50wah6
'503643180412436480',[],[],['northern'],['california'],Residents struggle with quake aftermath CNN's Gary Tuchman reports from a Northern California community that was ... http://t.co/qspbeJ5MYB
'503643180508909570',['napa'],[],[],[],RT @nlawhead: Jawbone Up data shows how many people woke up during Sunday's Napa earthquake http://t.co/tW9f0jagMz via @verge wearables
'503643180756393984',[],[],[],[],USGS: Tuesday Midday Update on South Napa Earthquake http://t.co/fma7VaC2Lr
'503643181620015104',[],[],[],[],"RT @AdamSchefter: Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from Sunâ€¦"
'503643183675219968',[],[],"['northern', 'usaheadlines']",['california'],USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit http://t.co/Izbt0fAVhh
'503643187034853376',[],[],[],[],Napa earthquake lessons: How to prepare your business for disaster http://t.co/CNu1GCnVeL
'503643187798228992',[],[],"['northern', 'usaheadlines']",['california'],USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit http://t.co/o6OV3n8FpN
'503643187802406912',['napa'],[],[],[],napaquake Napa any digital marketers/providers affected by the Napa earthquake? cxm digitalmarketing
'503643187903488000',[],[],[],['california'],"RT @SABCNewsOnline: California wine country shaken by 6.0 quake, dozens hurt http://t.co/u17lz0xEQi"
'503643190054764544',[],[],[],['california'],RT @jfew: The most California thing imaginable. skateordie skateANDdie earthquake http://t.co/OCSxUaPlZe
'503643190675505153',[],[],[],"['mt', 'california']",RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll httpâ€¦
'503643190864257024',['napa'],[],[],[],RT @TheEllenShow: Hoping that everyone involved in the Napa earthquake is okay. Thank you to all the incredible rescue workers.
'503643191061401601',[],[],[],[],RT @hamburgergravy: Very distressing: Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/mFt1C5VKR0
'503643191531167744',[],[],[],[],"RT @scullather: ""@infodude: amazing use of BigData from @Jawbone - How the Napa Earthquake Affected Bay Area Sleepers https://t.co/SSlD8wQâ€¦"
'503643192734916608',[],[],[],['california'],RT @mamamellet: @troyesivan @tyleroakley what's going on California? Did you feel the quake at all?
'503643194832060417',['napa'],[],[],[],"Latest on Napa earthquake - Four homes destroyed, others damaged by fire; over 100 patients treated at hospital, http://t.co/XSHJ8VjjuL"
'503643195897810944',[],[],['northern'],['california'],RT @politico: Strong earthquake jars Northern California http://t.co/eNKl44ZR5g
'503643196111327232',[],[],[],[],WAPen Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/GUJktxHBQL
'503643196661174272',['napa'],[],[],[],"Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles Times: NBCNews.comScores of aft... http://t.co/HpfI3e209G"
'503643196945997825',[],[],[],['california'],California hit by biggest earthquake in 25 years http://t.co/Liv4YOWeqh
'503643197294514176',[],[],[],['california'],lmswageer Renewed Calls for Early-Warning System After Quake: California quake leads to renewed call... http://t.co/vJ34n3GoYQ SIGUEME
'503643197919469568',[],['usa'],[],['california'],"RT @News24lHOT: â†’ USA http://t.co/60bowRc7ip â†’ Dozens injured, 6 critically, after strong earthquake in California USA â†’ (CNN) -- A 6.0-magâ€¦"
'503643197969424384',[],[],[],['california'],Check this out! California Earthquake: Is the Big One Close? http://t.co/Mc8ces1W4c
'503643198116225024',[],[],[],['california'],RT @globalnews: California winemakers cleaning up after quake http://t.co/CKtmNu9mPb http://t.co/HVM0LjZwHi
'503643202125955073',[],[],[],['california'],RT @AP: Nuclear expert calls for California plant to be shut to see if it can withstand shaking from earthquake faults: http://t.co/O3ikASYâ€¦
'503643202403196929',[],[],"['nln', '@youtube']",['california'],Surveillance Video Shows Dog Bolting From South Napa Quake: http://t.co/Zi6vxwusZS via @YouTube NLN California
'503643204156006400',[],[],[],[],RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll http://t.â€¦
'503643204865236992',[],[],['northern'],['california'],RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
'503643205280468992',[],[],[],[],"No reports of injuries to missionaries, members following Napa quake ChurchNews Mormon lds http://t.co/9eRZ11zldb via @deseretnews"
'503643205879861250',[],[],[],['california'],"Okay, so the earthquake in california that i was in is waaaay less scary than the fucking Ferguson pigs. Nobody died."
'503643206219624450',[],[],[],[],3tking Napa Earthquake Hastens Calls for Warning System http://t.co/ytfwvKy03A
'503643207486283776',[],[],[],['california'],RT @LiveScience: Strongest Earthquake in 25 Years Hits Northern California http://t.co/VIz2eTatqc
'503643208169967616',"['valley', 'napa']",[],[],[],Earthquake in Napa Valley hits wineries: The wineries in Napa Valley have been damaged following the 6.1-magni... http://t.co/pUuvApneCo
'503643209151807490',[],[],[],[],RT @ShannonBrinias: Crazy busy day/night at CBS13 &amp; our crews out in the field. Thoughts r w NapaQuake victims-this is a serious blow to â€¦
'503643209671925761',[],[],"['nor.california', 'shaken']",[],"@taylorswift13 @edsheeran your song ""SHAKE IT OFF"" rocks so much it caused a 6.1 earthquake here in Nor.California Shaken off aftershocks"
'503643209894211587',['napa'],[],[],[],"Top story: How did the Napa earthquake affect sleep? https://t.co/kEReBOOC6t, see more http://t.co/ZSN9JoPrdT"
'503643210288496643',[],[],[],[],RT @ChimneyRockWine: Do you want to help wineries who need help?  Here's one way you can:  Napa Earthquake Volunteers http://t.co/Q87rF7GzYâ€¦
'503643210330435584',[],[],['northern'],['california'],6.0-magnitude earthquake hits Northern California via @ABC7 http://t.co/KEciTxU5Bp
'503643210892464128',[],['mexico'],[],['california'],Mexico expresses solidarity to California after quake http://t.co/g2QToe0IKH EN
'503643212108795904',['bay'],[],['area'],[],RT @Jawbone: Here's how the Napa earthquake affected Bay Area sleepers. https://t.co/VHPepUVkXY http://t.co/hYSMku79MO
'503643212112994305',"['francisco', 'san']",[],[],['california'],Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California http://t.co/FVLey8kD5q
'503643213979070465',[],[],['northern'],['california'],6.0 earthquake shakes Northern California | Mail ... http://t.co/dTxybX3IDl
'503643214180392961',[],[],[],['california'],"RT @AP: California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine: http://t.co/1RGk5deR1q"
'503643214834724864',[],[],['northern'],['california'],Northern California rocked by magnitude 6.0 earthquake | http://t.co/y4w1E8EMsa
'503643214943764480',[],[],[],['california'],"USGS reports a M0.78 earthquake 18km ESE of Anza, California on 8/28/14 @ 17:45:20 UTC http://t.co/8eo376NgUf quake"
'503643214998282241',[],[],[],['california'],RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369
'503643215950389249',[],[],[],['california'],RT @TheNewDaily_: Get all the details on the strong 6.0-magnitude earthquake that hit California overnight: http://t.co/0QU9exq8H8 http://tâ€¦
'503643216084602880',['napa'],[],[],['california'],90 percent of the nation's wine comes from California and the Napa earthquake could make prices go up. GoodMorning7 on @WKBW.
'503643216424357888',[],[],[],[],RT @THEguywilson: Sending thoughts and prayers to all those affected by the earthquake. Napa NapaEarthquake
'503643216952844288',"['francisco', 'san']",[],[],['california'],Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California  http://t.co/5OIREbNtov
'503643217514868736',[],[],['northern'],['california'],RT @WSJ: Images from Northern California where a powerful earthquake struck Sunday morning. http://t.co/udYJBsLYPo (Photo: AP) http://t.co/â€¦
'503643218278240256',[],[],[],['california'],RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369
'503643218714439680',"['napa', 'bay']",[],"['county', 'airport', 'area']",[],RT @nicoleewayne: Â¦ http://t.co/3pCPFp9MPv 951 Â¦ Bay Area earthquake damages Napa County Airport Â¦ Clean-up is still underway in the wake oâ€¦
'503643219885031424',[],[],[],['california'],California begins quake clear-up http://t.co/X2bDsnE22i TopNews
'503643220949991424',"['valley', 'napa']",[],[],['california'],"Rest easy, oenophiles: Napa Valley quake wonâ€™t spike price of California wine http://t.co/KcAyoPRfS8 stocks"
'503643221218824192',[],[],[],[],"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/hN1MFwPSSf"
'503643222598356992',[],[],[],[],"RT @Hawk_Wakawaka: A look at Napa after the earthquake, how to help.   http://t.co/rwJIOSR0kf wine winelover"
'503643227074080768',[],[],[],['california'],"RT @josephjett: UPDATE 8-Quake rocks California wine country, dozens injured  via @josephjett bonds http://t.co/iLY8m5EwFO"
'503643227858030593',[],[],[],['california'],http://t.co/owc4P03FJC California earthquake: Kids skateboard o @INSubcontinent INSubcontinent World http://t.co/1WNShrsHd8
'503643229460262912',['vallejo'],[],[],[],RT @KTVU: Damages in City of Vallejo are estimated at $5 million http://t.co/PvFDWhKhOI napaquake
