TweetID,CreationTime,DeltaTime,Followed,Followers,Geotagged,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
382814888776577024,Wed Sep 25 10:32:36 +0000 2013,"1671 days, 0:01:06.859985",869,8180,True,84223,2276,Rukhsana Qayyum Baig,False,2,2,0
382814901263015937,Wed Sep 25 10:32:39 +0000 2013,"1671 days, 0:01:03.859985",238,1197,True,199244,2474,Jimmie Musu Garcia,False,5,1,0
382814936030019584,Wed Sep 25 10:32:47 +0000 2013,"1671 days, 0:00:55.859985",2155,1471,True,94806,2980,Mr. A Kundi,False,5,2,0
382814942023262208,Wed Sep 25 10:32:49 +0000 2013,"1671 days, 0:00:53.859985",6,40100,True,67024,2385,MULTINEWSPK,False,4,0,0
382814949988249600,Wed Sep 25 10:32:51 +0000 2013,"1671 days, 0:00:51.859985",1,35531,True,17135,2294,The-Muslim.com,False,2,0,0
382814975292481537,Wed Sep 25 10:32:57 +0000 2013,"1671 days, 0:00:45.859985",282,29,True,579,1687,Juveria Malik ,False,1,2,0
382814998864478208,Wed Sep 25 10:33:02 +0000 2013,"1671 days, 0:00:40.859985",61,63,True,1909,3101,Ashley Mortimer,False,1,1,0
382815020603543552,Wed Sep 25 10:33:07 +0000 2013,"1671 days, 0:00:35.859985",1072,33301,True,195660,3231,IBTimes UK,True,1,0,1
382815028006514688,Wed Sep 25 10:33:09 +0000 2013,"1671 days, 0:00:33.859985",36,156,True,262,1854,Abdul Kareem Bux,False,0,1,0
382815045748400128,Wed Sep 25 10:33:13 +0000 2013,"1671 days, 0:00:29.859985",890,24464,True,11495,3109,Rabia Mehmood - رابعہ,False,1,2,0
382815055781588992,Wed Sep 25 10:33:16 +0000 2013,"1671 days, 0:00:26.859985",490,29,True,617,1790,Zubair,False,2,3,1
382815067294543872,Wed Sep 25 10:33:19 +0000 2013,"1671 days, 0:00:23.859985",39,2879,True,27505,2452,Dr Uzma,False,1,0,0
382815093714870272,Wed Sep 25 10:33:25 +0000 2013,"1671 days, 0:00:17.859985",43,1200,True,28051,1932,Weekly City Channel,False,3,0,0
382815104850329600,Wed Sep 25 10:33:28 +0000 2013,"1671 days, 0:00:14.859985",882,1200,True,3941,2261,Camille Ammoun,False,5,0,1
382815117575872513,Wed Sep 25 10:33:31 +0000 2013,"1671 days, 0:00:11.859985",373,627,True,22393,2045,тнe SALMAN,False,2,0,0
382815134047272960,Wed Sep 25 10:33:35 +0000 2013,"1671 days, 0:00:07.859985",112,1789,True,107946,2878,ヅ☆PEACE♥2♥PAKISTAN☆ヅ,False,1,1,0
382815139314937856,Wed Sep 25 10:33:36 +0000 2013,"1671 days, 0:00:06.859985",592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815139994415104,Wed Sep 25 10:33:36 +0000 2013,"1671 days, 0:00:06.859985",592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815140665491456,Wed Sep 25 10:33:36 +0000 2013,"1671 days, 0:00:06.859985",592,2776,True,137138,2598,Earthquake Alarm,False,1,0,1
382815170923610112,Wed Sep 25 10:33:43 +0000 2013,"1670 days, 23:59:59.859985",104,95,True,3679,2742,Omar VQ,False,0,1,0
382815208005062656,Wed Sep 25 10:33:52 +0000 2013,"1670 days, 23:59:50.859985",250,204,True,4401,1790,tide,False,1,1,0
382815219891712000,Wed Sep 25 10:33:55 +0000 2013,"1670 days, 23:59:47.859985",36,156,True,262,1854,Abdul Kareem Bux,False,1,1,0
382815237940187136,Wed Sep 25 10:33:59 +0000 2013,"1670 days, 23:59:43.859985",1141,554,True,101309,2130,Falcon,False,1,0,1
382815263483506688,Wed Sep 25 10:34:05 +0000 2013,"1670 days, 23:59:37.859985",723,257,True,15194,3242,Karim El Shawarby,False,5,1,0
382815297347911680,Wed Sep 25 10:34:13 +0000 2013,"1670 days, 23:59:29.859985",1917,5044,True,96700,1936,Mohib Khan,False,4,1,0
382815302993842176,Wed Sep 25 10:34:15 +0000 2013,"1670 days, 23:59:27.859985",4077,58829,True,30198,2284,EU Humanitarian Aid,True,2,1,1
382815351211175936,Wed Sep 25 10:34:26 +0000 2013,"1670 days, 23:59:16.859985",538,116,True,700,1931,Shahbaz Ali,False,2,0,0
382815369251282944,Wed Sep 25 10:34:31 +0000 2013,"1670 days, 23:59:11.859985",538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815393079111680,Wed Sep 25 10:34:36 +0000 2013,"1670 days, 23:59:06.859985",21,253,True,21277,2285,Abdulmajid Abbas MD,False,2,0,1
382815402826268672,Wed Sep 25 10:34:39 +0000 2013,"1670 days, 23:59:03.859985",292,73,True,2562,1807,Ammad Khan,False,2,0,0
382815408903843840,Wed Sep 25 10:34:40 +0000 2013,"1670 days, 23:59:02.859985",3410,4399,True,21448,3653,James George,False,3,0,1
382815450272649216,Wed Sep 25 10:34:50 +0000 2013,"1670 days, 23:58:52.859985",672,1769,True,53806,2216,Basit Khan Durrani 🇵🇰,False,2,0,0
382815462645440512,Wed Sep 25 10:34:53 +0000 2013,"1670 days, 23:58:49.859985",29,132,True,98,1788,Pak Curricula Reform,False,1,2,0
382815466344816640,Wed Sep 25 10:34:54 +0000 2013,"1670 days, 23:58:48.859985",1037,2482,True,4622,1776,Litbloc,False,2,0,1
382815477837225984,Wed Sep 25 10:34:56 +0000 2013,"1670 days, 23:58:46.859985",4416,3233,True,688628,2946,ProSyria 🇸🇾🇳🇿,False,6,1,0
382815486313906177,Wed Sep 25 10:34:58 +0000 2013,"1670 days, 23:58:44.860486",396,551,True,29837,3246,Awais Munawar,False,1,1,0
382815488935342082,Wed Sep 25 10:34:59 +0000 2013,"1670 days, 23:58:43.860486",2923,799,True,7558,2392,Beatriz Tamaroni,False,1,1,1
382815509324263424,Wed Sep 25 10:35:04 +0000 2013,"1670 days, 23:58:38.860486",237,271,True,13631,2633,vital sign,False,1,2,0
382815529486254080,Wed Sep 25 10:35:09 +0000 2013,"1670 days, 23:58:33.860486",1090,7235,True,89413,3311,Fawad Rehman,True,4,1,0
382815535982858240,Wed Sep 25 10:35:10 +0000 2013,"1670 days, 23:58:32.860486",18,120035,True,168293,3725,Pakistan News,False,2,0,1
382815541372932096,Wed Sep 25 10:35:12 +0000 2013,"1670 days, 23:58:30.860486",475,3737,True,26729,2737,rabya khan,False,1,2,0
382815548230221826,Wed Sep 25 10:35:13 +0000 2013,"1670 days, 23:58:29.860486",438,3068,True,15943,2870,Samar K. Esapzai,False,3,2,1
382815602164781056,Wed Sep 25 10:35:26 +0000 2013,"1670 days, 23:58:16.860486",330,115,True,2258,1958,Waqas,False,4,1,0
382815604484620288,Wed Sep 25 10:35:27 +0000 2013,"1670 days, 23:58:15.860486",1165,619,True,11907,2568,Clevey Wonder,False,5,1,0
382815607491923968,Wed Sep 25 10:35:27 +0000 2013,"1670 days, 23:58:15.860486",538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815624936050688,Wed Sep 25 10:35:32 +0000 2013,"1670 days, 23:58:10.860486",165,4057,True,121535,2327,S O H A I B,False,4,1,0
382815628953804800,Wed Sep 25 10:35:33 +0000 2013,"1670 days, 23:58:09.860486",237,441,True,45778,3337,khizar 🙄🙄,False,2,1,0
382815649736953856,Wed Sep 25 10:35:37 +0000 2013,"1670 days, 23:58:05.860486",237,271,True,13631,2633,vital sign,False,2,1,0
382815654471938048,Wed Sep 25 10:35:39 +0000 2013,"1670 days, 23:58:03.860486",39,2879,True,27505,2452,Dr Uzma,False,1,0,0
382815657425117184,Wed Sep 25 10:35:39 +0000 2013,"1670 days, 23:58:03.860486",280,2257,True,435172,2155,Zeeshan Shah,False,1,1,1
382815658540818432,Wed Sep 25 10:35:40 +0000 2013,"1670 days, 23:58:02.860486",1809,1252,True,11461,2627,Hasneet Singh Punia,False,2,1,1
382815716300177408,Wed Sep 25 10:35:53 +0000 2013,"1670 days, 23:57:49.860486",116,12658,True,4805,2441,Jinnah Institute,False,0,2,0
382815731915554816,Wed Sep 25 10:35:57 +0000 2013,"1670 days, 23:57:45.860486",116,12658,True,4805,2441,Jinnah Institute,False,1,3,0
382815751411089408,Wed Sep 25 10:36:02 +0000 2013,"1670 days, 23:57:40.860486",295,454,True,12268,1747,AZAD BALOCHISTAN,False,1,0,0
382815776425525248,Wed Sep 25 10:36:08 +0000 2013,"1670 days, 23:57:34.860486",236,13721,True,363184,2390,Pakistan News,False,2,0,1
382815780041404416,Wed Sep 25 10:36:08 +0000 2013,"1670 days, 23:57:34.860486",461,3871,True,80435,2567,🇵🇰Tahir Khan🇸🇦,False,1,0,1
382815792200306688,Wed Sep 25 10:36:11 +0000 2013,"1670 days, 23:57:31.860486",1425,602,True,51607,2494,Somaya,False,2,0,0
382815813809364992,Wed Sep 25 10:36:17 +0000 2013,"1670 days, 23:57:25.860486",7282,6502,True,1882,2955,Cleo,False,1,1,1
382815843706343424,Wed Sep 25 10:36:24 +0000 2013,"1670 days, 23:57:18.860486",632,4020,True,86899,2305,Danish Usman,False,4,1,0
382815846189768704,Wed Sep 25 10:36:24 +0000 2013,"1670 days, 23:57:18.860486",538,793,True,165157,2438,Girish Joshi,False,1,2,0
382815850040143872,Wed Sep 25 10:36:25 +0000 2013,"1670 days, 23:57:17.860486",1463,2557,True,9138,3341,Anita Staver,False,2,1,1
382815862509826048,Wed Sep 25 10:36:28 +0000 2013,"1670 days, 23:57:14.860486",165,4057,True,121535,2327,S O H A I B,False,2,1,0
382815904834539520,Wed Sep 25 10:36:38 +0000 2013,"1670 days, 23:57:04.860486",425,1095,True,13239,2270,#saveBSOazadLeader,False,7,0,0
382815940720611328,Wed Sep 25 10:36:47 +0000 2013,"1670 days, 23:56:55.860486",177,171,True,18282,2612,Zohair Sultan,False,1,1,0
382815962438713344,Wed Sep 25 10:36:52 +0000 2013,"1670 days, 23:56:50.860486",37,1900,True,42940,1692,maria khan,False,2,0,1
382816005744889857,Wed Sep 25 10:37:02 +0000 2013,"1670 days, 23:56:40.860486",128,806,True,35575,1877,AabiHa,False,3,0,1
382816039899521024,Wed Sep 25 10:37:10 +0000 2013,"1670 days, 23:56:32.860486",1837,178,True,10022,2106,Jason Palmer,False,2,2,0
382816065270874112,Wed Sep 25 10:37:17 +0000 2013,"1670 days, 23:56:25.860486",538,793,True,165157,2438,Girish Joshi,False,1,2,0
382816079367512064,Wed Sep 25 10:37:20 +0000 2013,"1670 days, 23:56:22.860486",220,575,True,5689,2959,Meherabad,False,1,0,0
382816095201001474,Wed Sep 25 10:37:24 +0000 2013,"1670 days, 23:56:18.860486",135,746781,True,342545,2951,The Express Tribune,True,1,0,1
382816114889465856,Wed Sep 25 10:37:28 +0000 2013,"1670 days, 23:56:14.860486",165,4057,True,121535,2327,S O H A I B,False,3,0,0
382816126389866497,Wed Sep 25 10:37:31 +0000 2013,"1670 days, 23:56:11.860986",2128,7276,True,181200,1946,Hani Qureshi,False,4,1,0
382816138763046912,Wed Sep 25 10:37:34 +0000 2013,"1670 days, 23:56:08.860986",12,429,True,17858,2276,𝒮𝒶𝓁𝓂𝒶 ⋆,False,4,0,0
382816167368196096,Wed Sep 25 10:37:41 +0000 2013,"1670 days, 23:56:01.860986",1905,1971,True,1333,1764,World Traveller,False,1,2,1
382816180055977984,Wed Sep 25 10:37:44 +0000 2013,"1670 days, 23:55:58.860986",1377,1313,True,16728,3314,Sarah G,False,6,1,0
382816197588168704,Wed Sep 25 10:37:48 +0000 2013,"1670 days, 23:55:54.860986",135,746781,True,342545,2951,The Express Tribune,True,1,0,1
382816204877885440,Wed Sep 25 10:37:50 +0000 2013,"1670 days, 23:55:52.860986",2128,7276,True,181200,1946,Hani Qureshi,False,2,1,0
382816210012098560,Wed Sep 25 10:37:51 +0000 2013,"1670 days, 23:55:51.860986",151,2491,True,139245,2362,Australianwarnings,False,3,0,1
382816216571604992,Wed Sep 25 10:37:53 +0000 2013,"1670 days, 23:55:49.860986",376,313,True,20094,2526,Arslan Sherazi,False,1,0,0
382816229137719296,Wed Sep 25 10:37:56 +0000 2013,"1670 days, 23:55:46.860986",540,1299,True,364208,2744,RTCP24 NEWS™,False,2,1,1
382816229167099904,Wed Sep 25 10:37:56 +0000 2013,"1670 days, 23:55:46.860986",475,216,True,1477,3067,Arnoud Zwemmer,False,1,0,1
382816284288643072,Wed Sep 25 10:38:09 +0000 2013,"1670 days, 23:55:33.860986",629,653,True,3382,1919,Rahil Sheikh,False,2,0,0
382816301028089856,Wed Sep 25 10:38:13 +0000 2013,"1670 days, 23:55:29.860986",1310,3558,True,25195,2637,Simon Robinson,True,1,0,1
382816317260066818,Wed Sep 25 10:38:17 +0000 2013,"1670 days, 23:55:25.860986",1915,770,True,244051,3120,KingDon,False,4,0,0
382816326265229312,Wed Sep 25 10:38:19 +0000 2013,"1670 days, 23:55:23.860986",341,7072,True,200273,2299,Dawood Khattak,False,2,1,0
382816331961077761,Wed Sep 25 10:38:20 +0000 2013,"1670 days, 23:55:22.860986",305,186,True,13099,2274,ZeeK,False,6,1,0
382816365205127168,Wed Sep 25 10:38:28 +0000 2013,"1670 days, 23:55:14.860986",497,608,True,18593,3811,Ali Hassan,False,2,0,0
382816386000502784,Wed Sep 25 10:38:33 +0000 2013,"1670 days, 23:55:09.860986",805,270,True,2334,1852,Bernard Lynch,False,1,0,1
382816399183577088,Wed Sep 25 10:38:36 +0000 2013,"1670 days, 23:55:06.860986",930,2032,True,21113,3099,amurtaza,False,1,1,0
