TweetID,CreationTime,DeltaTime,Followed,Followers,Geotagged,Label,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
382814156857950208,Wed Sep 25 10:29:42 +0000 2013,0:03:04,196,4509,True,other_useful_information,54134,2226,ملاحت  ☕️🌧,False,1,2,0
382814158682877952,Wed Sep 25 10:29:42 +0000 2013,0:03:04,103,44,True,other_useful_information,71,1799,Enzo Tarascio,False,1,1,1
382814164319993856,Wed Sep 25 10:29:43 +0000 2013,0:03:05,82,191,True,other_useful_information,2512,2190,Iffat Zia,False,2,1,1
382814178768990208,Wed Sep 25 10:29:47 +0000 2013,0:03:09,160,1266,True,not_related_or_irrelevant,578788,3555,肉球ざんまい™,False,6,1,0
382814179624628224,Wed Sep 25 10:29:47 +0000 2013,0:03:09,833,3379,True,donation_needs_or_offers_or_volunteering_services,36643,2813,✌✌مہاجر ✌✌,False,2,2,0
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,0:03:11,3327,17499,True,injured_or_dead_people,233054,2540,HH,False,2,1,0
382814241843343361,Wed Sep 25 10:30:02 +0000 2013,0:03:24,21,14522,True,donation_needs_or_offers_or_volunteering_services,134887,1894,STRIKE,False,6,0,0
382814257760321538,Wed Sep 25 10:30:06 +0000 2013,0:03:28,480,21693,True,injured_or_dead_people,22349,2817,Abdulhaq Omeri,False,2,0,0
382814286654865408,Wed Sep 25 10:30:12 +0000 2013,0:03:34,6349,5618,True,injured_or_dead_people,377577,3451,(((annfinster))),False,2,1,1
382814335048773632,Wed Sep 25 10:30:24 +0000 2013,0:03:46,1317,122963,True,caution_and_advice,344050,3011,Kamal Faridi,False,8,0,0
382814341247938562,Wed Sep 25 10:30:25 +0000 2013,0:03:47,777,1814,True,other_useful_information,41791,2135,Saqib Ahmed Khanzada,False,4,1,0
382814365323247617,Wed Sep 25 10:30:31 +0000 2013,0:03:53,2908,21002,True,not_related_or_irrelevant,11985,2404,Sher Mohammad Bugti,True,1,0,0
382814369425285120,Wed Sep 25 10:30:32 +0000 2013,0:03:54,200,10442,True,infrastructure_and_utilities_damage,207446,3242,Laiq,False,2,0,1
382814374018031616,Wed Sep 25 10:30:33 +0000 2013,0:03:55,2250,1612,True,other_useful_information,39200,2292,２いーと,False,6,0,1
382814414220824576,Wed Sep 25 10:30:43 +0000 2013,0:04:05,747,182,True,donation_needs_or_offers_or_volunteering_services,5484,2642,Hala Fawzy,False,6,1,0
382814450119876608,Wed Sep 25 10:30:51 +0000 2013,0:04:13,682,742,True,donation_needs_or_offers_or_volunteering_services,12344,3005,Adnan Kazmy,False,3,2,1
382814489831555072,Wed Sep 25 10:31:01 +0000 2013,0:04:23,123,998,True,other_useful_information,105106,2461,perhaps ahmed®,False,2,0,0
382814490053451776,Wed Sep 25 10:31:01 +0000 2013,0:04:23,573,116,True,injured_or_dead_people,7683,2457,Meizar zaoukari,False,2,1,1
382814495527038976,Wed Sep 25 10:31:02 +0000 2013,0:04:24,423,368,True,donation_needs_or_offers_or_volunteering_services,46544,2781,Yppah Syad,False,4,0,1
382814514682413056,Wed Sep 25 10:31:07 +0000 2013,0:04:29,694,6530,True,sympathy_and_emotional_support,5422,2167,Laljan Bugti,False,0,1,0
382814523507621888,Wed Sep 25 10:31:09 +0000 2013,0:04:31,2989,78885,True,injured_or_dead_people,62742,3295,Peter Tatchell,True,6,0,1
382814530809511936,Wed Sep 25 10:31:11 +0000 2013,0:04:33,191,22,True,injured_or_dead_people,12,1715,hollybewer,False,5,0,1
382814531753639936,Wed Sep 25 10:31:11 +0000 2013,0:04:33,295,454,True,not_related_or_irrelevant,12268,1747,AZAD BALOCHISTAN,False,2,1,0
382814538812641280,Wed Sep 25 10:31:13 +0000 2013,0:04:35,983,28634,True,injured_or_dead_people,298846,2946,.,False,5,1,0
382814615500902400,Wed Sep 25 10:31:31 +0000 2013,0:04:53,10,41,True,injured_or_dead_people,361,1936,Osman Hyder,False,1,0,0
382814617447436288,Wed Sep 25 10:31:31 +0000 2013,0:04:53,632,1238,True,injured_or_dead_people,9010,2534,Ed Williams,False,1,3,0
382814633213448192,Wed Sep 25 10:31:35 +0000 2013,0:04:57,4994,3039,True,other_useful_information,58917,2251,Navinananda,False,0,1,0
382814634090037248,Wed Sep 25 10:31:35 +0000 2013,0:04:57,158,1456,True,other_useful_information,752090,2297,News Detector,False,3,0,1
382814651580678144,Wed Sep 25 10:31:39 +0000 2013,0:05:01,4300,1420,True,other_useful_information,40735,2306,Mudifer,False,3,1,0
382814668257263616,Wed Sep 25 10:31:43 +0000 2013,0:05:05,4512,2292,True,other_useful_information,425063,3272,Rashid Castle-Ali,False,1,2,0
382814695113379840,Wed Sep 25 10:31:50 +0000 2013,0:05:12,93,4495,True,other_useful_information,239012,2897,Zenub Babur Butt,False,1,1,0
382814739367084032,Wed Sep 25 10:32:00 +0000 2013,0:05:22,1655,119403,True,not_related_or_irrelevant,215732,2404,Zarrar Khuhro,False,1,1,0
382814746774626304,Wed Sep 25 10:32:02 +0000 2013,0:05:24,50,769,True,not_related_or_irrelevant,6844,2904,Shabbir,False,3,0,1
382814752591732736,Wed Sep 25 10:32:04 +0000 2013,0:05:26,186,896435,True,injured_or_dead_people,103301,3358,The National,True,1,1,1
382814766852358145,Wed Sep 25 10:32:07 +0000 2013,0:05:29,557,2077,True,donation_needs_or_offers_or_volunteering_services,1036,2833,Zeresh John,False,2,0,1
382814800163508224,Wed Sep 25 10:32:15 +0000 2013,0:05:37,4989,1672,True,donation_needs_or_offers_or_volunteering_services,193584,1831,frischer_fischer,False,6,1,0
382814800293543938,Wed Sep 25 10:32:15 +0000 2013,0:05:37,869,8180,True,other_useful_information,84227,2276,Rukhsana Qayyum Baig,False,1,2,0
382814811999838208,Wed Sep 25 10:32:18 +0000 2013,0:05:40,9735,63185,True,caution_and_advice,46754,3070,WeedWisdom,False,8,0,0
382814827439071232,Wed Sep 25 10:32:21 +0000 2013,0:05:43,869,8180,True,not_related_or_irrelevant,84227,2276,Rukhsana Qayyum Baig,False,3,2,0
382814858309140480,Wed Sep 25 10:32:29 +0000 2013,0:05:51,456,2304,True,injured_or_dead_people,42764,3013,Umer F. Pirzada,False,4,1,0
382814863774326784,Wed Sep 25 10:32:30 +0000 2013,0:05:52,405,395,True,other_useful_information,9602,3751,hasanmubarak,False,1,1,0
382814873727410176,Wed Sep 25 10:32:32 +0000 2013,0:05:54,22,11,True,other_useful_information,102,1701,Mireen baloch,False,1,0,0
382814888776577024,Wed Sep 25 10:32:36 +0000 2013,0:05:58,869,8180,True,injured_or_dead_people,84227,2276,Rukhsana Qayyum Baig,False,2,2,0
382814901263015937,Wed Sep 25 10:32:39 +0000 2013,0:06:01,238,1197,True,not_related_or_irrelevant,199244,2474,Jimmie Musu Garcia,False,5,1,0
382814936030019584,Wed Sep 25 10:32:47 +0000 2013,0:06:09,2155,1471,True,injured_or_dead_people,94808,2980,Mr. A Kundi,False,5,2,0
382814942023262208,Wed Sep 25 10:32:49 +0000 2013,0:06:11,6,40102,True,other_useful_information,67025,2386,MULTINEWSPK,False,4,0,0
382814949988249600,Wed Sep 25 10:32:51 +0000 2013,0:06:13,1,35531,True,other_useful_information,17135,2295,The-Muslim.com,False,2,0,0
382814975292481537,Wed Sep 25 10:32:57 +0000 2013,0:06:19,282,29,True,injured_or_dead_people,579,1687,Juveria Malik ,False,1,2,0
382814998864478208,Wed Sep 25 10:33:02 +0000 2013,0:06:24,61,63,True,donation_needs_or_offers_or_volunteering_services,1909,3101,Ashley Mortimer,False,1,1,0
382815020603543552,Wed Sep 25 10:33:07 +0000 2013,0:06:29,1072,33301,True,injured_or_dead_people,195661,3232,IBTimes UK,True,1,0,1
382815028006514688,Wed Sep 25 10:33:09 +0000 2013,0:06:31,36,156,True,other_useful_information,262,1854,Abdul Kareem Bux,False,0,1,0
382815045748400128,Wed Sep 25 10:33:13 +0000 2013,0:06:35,890,24466,True,not_related_or_irrelevant,11505,3109,Rabia Mehmood - رابعہ,False,1,2,0
382815055781588992,Wed Sep 25 10:33:16 +0000 2013,0:06:38,490,29,True,donation_needs_or_offers_or_volunteering_services,617,1790,Zubair,False,2,3,1
382815067294543872,Wed Sep 25 10:33:19 +0000 2013,0:06:41,39,2879,True,injured_or_dead_people,27505,2452,Dr Uzma,False,1,0,0
382815093714870272,Wed Sep 25 10:33:25 +0000 2013,0:06:47,43,1200,True,other_useful_information,28051,1933,Weekly City Channel,False,3,0,0
382815104850329600,Wed Sep 25 10:33:28 +0000 2013,0:06:50,882,1200,True,not_related_or_irrelevant,3941,2261,Camille Ammoun,False,5,0,1
382815117575872513,Wed Sep 25 10:33:31 +0000 2013,0:06:53,373,627,True,other_useful_information,22393,2046,тнe SALMAN,False,2,0,0
382815134047272960,Wed Sep 25 10:33:35 +0000 2013,0:06:57,112,1788,True,donation_needs_or_offers_or_volunteering_services,107950,2878,ヅ☆PEACE♥2♥PAKISTAN☆ヅ,False,1,1,0
382815139314937856,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,injured_or_dead_people,137138,2598,Earthquake Alarm,False,1,0,1
382815139994415104,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,donation_needs_or_offers_or_volunteering_services,137138,2598,Earthquake Alarm,False,1,0,1
382815140665491456,Wed Sep 25 10:33:36 +0000 2013,0:06:58,592,2776,True,injured_or_dead_people,137138,2598,Earthquake Alarm,False,1,0,1
382815170923610112,Wed Sep 25 10:33:43 +0000 2013,0:07:05,104,95,True,sympathy_and_emotional_support,3679,2743,Omar VQ,False,0,1,0
382815208005062656,Wed Sep 25 10:33:52 +0000 2013,0:07:14,250,204,True,donation_needs_or_offers_or_volunteering_services,4401,1790,tide,False,1,1,0
382815219891712000,Wed Sep 25 10:33:55 +0000 2013,0:07:17,36,156,True,donation_needs_or_offers_or_volunteering_services,262,1854,Abdul Kareem Bux,False,1,1,0
382815237940187136,Wed Sep 25 10:33:59 +0000 2013,0:07:21,1141,554,True,donation_needs_or_offers_or_volunteering_services,101309,2130,Falcon,False,1,0,1
382815263483506688,Wed Sep 25 10:34:05 +0000 2013,0:07:27,723,257,True,not_related_or_irrelevant,15194,3242,Karim El Shawarby,False,5,1,0
382815297347911680,Wed Sep 25 10:34:13 +0000 2013,0:07:35,1917,5044,True,injured_or_dead_people,96716,1936,Mohib Khan,False,4,1,0
382815302993842176,Wed Sep 25 10:34:15 +0000 2013,0:07:37,4077,58834,True,donation_needs_or_offers_or_volunteering_services,30199,2284,EU Humanitarian Aid,True,2,1,1
382815351211175936,Wed Sep 25 10:34:26 +0000 2013,0:07:48,538,116,True,donation_needs_or_offers_or_volunteering_services,700,1931,Shahbaz Ali,False,2,0,0
382815369251282944,Wed Sep 25 10:34:31 +0000 2013,0:07:53,539,793,True,caution_and_advice,165157,2438,Girish Joshi,False,1,2,0
382815393079111680,Wed Sep 25 10:34:36 +0000 2013,0:07:58,21,253,True,other_useful_information,21277,2285,Abdulmajid Abbas MD,False,2,0,1
382815402826268672,Wed Sep 25 10:34:39 +0000 2013,0:08:01,292,73,True,donation_needs_or_offers_or_volunteering_services,2562,1807,Ammad Khan,False,2,0,0
382815408903843840,Wed Sep 25 10:34:40 +0000 2013,0:08:02,3410,4398,True,injured_or_dead_people,21449,3653,James George,False,3,0,1
382815450272649216,Wed Sep 25 10:34:50 +0000 2013,0:08:12,672,1769,True,not_related_or_irrelevant,53806,2216,Basit Khan Durrani 🇵🇰,False,2,0,0
382815462645440512,Wed Sep 25 10:34:53 +0000 2013,0:08:15,29,131,True,other_useful_information,98,1788,Pak Curricula Reform,False,1,2,0
382815466344816640,Wed Sep 25 10:34:54 +0000 2013,0:08:16,1037,2482,True,donation_needs_or_offers_or_volunteering_services,4622,1776,Litbloc,False,2,0,1
382815477837225984,Wed Sep 25 10:34:56 +0000 2013,0:08:18,4417,3236,True,injured_or_dead_people,688845,2947,ProSyria 🇸🇾🇳🇿,False,6,1,0
382815486313906177,Wed Sep 25 10:34:58 +0000 2013,0:08:20,396,551,True,not_related_or_irrelevant,29839,3246,Awais Munawar,False,1,1,0
382815488935342082,Wed Sep 25 10:34:59 +0000 2013,0:08:21,2923,800,True,other_useful_information,7558,2392,Beatriz Tamaroni,False,1,1,1
382815509324263424,Wed Sep 25 10:35:04 +0000 2013,0:08:26,237,271,True,other_useful_information,13631,2634,vital sign,False,1,2,0
382815529486254080,Wed Sep 25 10:35:09 +0000 2013,0:08:31,1090,7236,True,injured_or_dead_people,89413,3311,Fawad Rehman,True,4,1,0
382815535982858240,Wed Sep 25 10:35:10 +0000 2013,0:08:32,18,120035,True,donation_needs_or_offers_or_volunteering_services,168293,3725,Pakistan News,False,2,0,1
382815541372932096,Wed Sep 25 10:35:12 +0000 2013,0:08:34,475,3737,True,other_useful_information,26729,2737,rabya khan,False,1,2,0
382815548230221826,Wed Sep 25 10:35:13 +0000 2013,0:08:35,438,3068,True,other_useful_information,15943,2870,Samar K. Esapzai,False,3,2,1
382815602164781056,Wed Sep 25 10:35:26 +0000 2013,0:08:48,330,115,True,other_useful_information,2258,1958,Waqas,False,4,1,0
382815604484620288,Wed Sep 25 10:35:27 +0000 2013,0:08:49,1165,619,True,injured_or_dead_people,11907,2568,Clevey Wonder,False,5,1,0
382815607491923968,Wed Sep 25 10:35:27 +0000 2013,0:08:49,539,793,True,injured_or_dead_people,165157,2438,Girish Joshi,False,1,2,0
382815624936050688,Wed Sep 25 10:35:32 +0000 2013,0:08:54,165,4054,True,donation_needs_or_offers_or_volunteering_services,121547,2327,S O H A I B,False,4,1,0
382815628953804800,Wed Sep 25 10:35:33 +0000 2013,0:08:55,237,440,True,other_useful_information,45778,3337,khizar 🙄🙄,False,2,1,0
382815649736953856,Wed Sep 25 10:35:37 +0000 2013,0:08:59,237,271,True,other_useful_information,13631,2634,vital sign,False,2,1,0
382815654471938048,Wed Sep 25 10:35:39 +0000 2013,0:09:01,39,2879,True,donation_needs_or_offers_or_volunteering_services,27505,2452,Dr Uzma,False,1,0,0
382815657425117184,Wed Sep 25 10:35:39 +0000 2013,0:09:01,280,2258,True,not_related_or_irrelevant,435264,2155,Zeeshan Shah,False,1,1,1
382815658540818432,Wed Sep 25 10:35:40 +0000 2013,0:09:02,1809,1252,True,other_useful_information,11461,2627,Hasneet Singh Punia,False,2,1,1
382815716300177408,Wed Sep 25 10:35:53 +0000 2013,0:09:15,116,12658,True,other_useful_information,4805,2441,Jinnah Institute,False,0,2,0
382815731915554816,Wed Sep 25 10:35:57 +0000 2013,0:09:19,116,12658,True,donation_needs_or_offers_or_volunteering_services,4805,2441,Jinnah Institute,False,1,3,0
382815751411089408,Wed Sep 25 10:36:02 +0000 2013,0:09:24,295,454,True,not_related_or_irrelevant,12268,1747,AZAD BALOCHISTAN,False,1,0,0
382815776425525248,Wed Sep 25 10:36:08 +0000 2013,0:09:30,236,13722,True,other_useful_information,363184,2390,Pakistan News,False,2,0,1
382815780041404416,Wed Sep 25 10:36:08 +0000 2013,0:09:30,461,3871,True,caution_and_advice,80435,2567,🇵🇰Tahir Khan🇸🇦,False,1,0,1
382815792200306688,Wed Sep 25 10:36:11 +0000 2013,0:09:33,1425,602,True,other_useful_information,51607,2494,Somaya,False,2,0,0
382815813809364992,Wed Sep 25 10:36:17 +0000 2013,0:09:39,7281,6501,True,other_useful_information,1882,2955,Cleo,False,1,1,1
382815843706343424,Wed Sep 25 10:36:24 +0000 2013,0:09:46,632,4019,True,donation_needs_or_offers_or_volunteering_services,86899,2305,Danish Usman,False,4,1,0
382815846189768704,Wed Sep 25 10:36:24 +0000 2013,0:09:46,539,793,True,injured_or_dead_people,165157,2438,Girish Joshi,False,1,2,0
382815850040143872,Wed Sep 25 10:36:25 +0000 2013,0:09:47,1463,2557,True,sympathy_and_emotional_support,9139,3341,Anita Staver,False,2,1,1
382815862509826048,Wed Sep 25 10:36:28 +0000 2013,0:09:50,165,4054,True,donation_needs_or_offers_or_volunteering_services,121547,2327,S O H A I B,False,2,1,0
382815904834539520,Wed Sep 25 10:36:38 +0000 2013,0:10:00,425,1095,True,donation_needs_or_offers_or_volunteering_services,13239,2271,#saveBSOazadLeader,False,7,0,0
382815940720611328,Wed Sep 25 10:36:47 +0000 2013,0:10:09,177,171,True,caution_and_advice,18282,2612,Zohair Sultan,False,1,1,0
382815962438713344,Wed Sep 25 10:36:52 +0000 2013,0:10:14,37,1900,True,other_useful_information,42890,1692,maria khan,False,2,0,1
382816005744889857,Wed Sep 25 10:37:02 +0000 2013,0:10:24,128,806,True,donation_needs_or_offers_or_volunteering_services,35575,1877,AabiHa,False,3,0,1
382816039899521024,Wed Sep 25 10:37:10 +0000 2013,0:10:32,1837,178,True,caution_and_advice,10022,2106,Jason Palmer,False,2,2,0
382816065270874112,Wed Sep 25 10:37:17 +0000 2013,0:10:39,539,793,True,other_useful_information,165157,2438,Girish Joshi,False,1,2,0
382816079367512064,Wed Sep 25 10:37:20 +0000 2013,0:10:42,220,575,True,other_useful_information,5689,2959,Meherabad,False,1,0,0
382816095201001474,Wed Sep 25 10:37:24 +0000 2013,0:10:46,135,746798,True,donation_needs_or_offers_or_volunteering_services,342554,2952,The Express Tribune,True,1,0,1
382816114889465856,Wed Sep 25 10:37:28 +0000 2013,0:10:50,165,4054,True,infrastructure_and_utilities_damage,121547,2327,S O H A I B,False,3,0,0
382816126389866497,Wed Sep 25 10:37:31 +0000 2013,0:10:53,2128,7275,True,donation_needs_or_offers_or_volunteering_services,181200,1946,Hani Qureshi,False,4,1,0
382816138763046912,Wed Sep 25 10:37:34 +0000 2013,0:10:56,12,429,True,injured_or_dead_people,17858,2276,𝒮𝒶𝓁𝓂𝒶 ⋆,False,4,0,0
382816167368196096,Wed Sep 25 10:37:41 +0000 2013,0:11:03,1905,1971,True,donation_needs_or_offers_or_volunteering_services,1333,1764,World Traveller,False,1,2,1
382816180055977984,Wed Sep 25 10:37:44 +0000 2013,0:11:06,1377,1313,True,injured_or_dead_people,16728,3314,Sarah G,False,6,1,0
382816197588168704,Wed Sep 25 10:37:48 +0000 2013,0:11:10,135,746798,True,donation_needs_or_offers_or_volunteering_services,342554,2952,The Express Tribune,True,1,0,1
382816204877885440,Wed Sep 25 10:37:50 +0000 2013,0:11:12,2128,7275,True,donation_needs_or_offers_or_volunteering_services,181200,1946,Hani Qureshi,False,2,1,0
382816210012098560,Wed Sep 25 10:37:51 +0000 2013,0:11:13,151,2490,True,not_related_or_irrelevant,139251,2362,Australianwarnings,False,3,0,1
382816216571604992,Wed Sep 25 10:37:53 +0000 2013,0:11:15,376,313,True,sympathy_and_emotional_support,20094,2526,Arslan Sherazi,False,1,0,0
382816229137719296,Wed Sep 25 10:37:56 +0000 2013,0:11:18,540,1299,True,infrastructure_and_utilities_damage,364241,2744,RTCP24 NEWS™,False,2,1,1
382816229167099904,Wed Sep 25 10:37:56 +0000 2013,0:11:18,475,216,True,other_useful_information,1478,3067,Arnoud Zwemmer,False,1,0,1
382816284288643072,Wed Sep 25 10:38:09 +0000 2013,0:11:31,629,653,True,injured_or_dead_people,3383,1919,Rahil Sheikh,False,2,0,0
382816301028089856,Wed Sep 25 10:38:13 +0000 2013,0:11:35,1310,3558,True,not_related_or_irrelevant,25195,2637,Simon Robinson,True,1,0,1
382816317260066818,Wed Sep 25 10:38:17 +0000 2013,0:11:39,1915,770,True,sympathy_and_emotional_support,244051,3120,KingDon,False,4,0,0
382816326265229312,Wed Sep 25 10:38:19 +0000 2013,0:11:41,341,7072,True,donation_needs_or_offers_or_volunteering_services,200298,2300,Dawood Khattak,False,2,1,0
